row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Lợi nhuận được chia từ công ty con,Lợi nhuận được chia từ công ty con,Lợi nhuận được chia từ công ty con,14.233.808.715.425,10.242.531.132.203,14233808715425.0,10242531132203.0
Công ty Cổ phần Gang thép Hòa Phát,Công ty Cổ phần Gang thép Hòa Phát,Công ty Cổ phần Gang thép Hòa Phát,9.041.543.658.056,3.646.320.201.663,9041543658056.0,3646320201663.0
Công ty Cổ phần Sản phẩm thép Hòa Phát,Công ty Cổ phần Sản phẩm thép Hòa Phát,Công ty Cổ phần Sản phẩm thép Hòa Phát,2.253.900.000.000,4.510.643.271.492,2253900000000.0,4510643271492.0
Công ty Cổ phần Phát triển Bất động sản Hòa Phát,Công ty Cổ phần Phát triển Bất động sản Hòa Phát,Công ty Cổ phần Phát triển Bất động sản Hòa Phát,1.393.491.208.628,961.823.891.722,1393491208628.0,961823891722.0
Công ty Cổ phần Phát triển Nông nghiệp Hòa Phát,Công ty Cổ phần Phát triển Nông nghiệp Hòa Phát,Công ty Cổ phần Phát triển Nông nghiệp Hòa Phát,1.367.952.674.095,1.042.533.561.670,1367952674095.0,1042533561670.0
Công ty Cổ phần Điện máy Gia dụng Hòa Phát,Công ty Cổ phần Điện máy Gia dụng Hòa Phát,Công ty Cổ phần Điện máy Gia dụng Hòa Phát,176.921.174.646,81.210.205.656,176921174646.0,81210205656.0
Hà Nam,Hà Nam,Hà Nam,,,,
Chi phí lãi vay,Hà Nam > Chi phí lãi vay,Chi phí lãi vay,170.875.684.935,-,170875684935.0,
Công ty Cổ phần Phát triển Khu Đô thị xanh,Hà Nam > Công ty Cổ phần Phát triển Khu Đô thị xanh,Công ty Cổ phần Phát triển Khu Đô thị xanh,127.465.116.440,-,127465116440.0,
Công ty Cổ phần Phát triển Hạ tầng Khu Công nghiệp Đồng Phúc,Hà Nam > Công ty Cổ phần Phát triển Hạ tầng Khu Công nghiệp Đồng Phúc,Công ty Cổ phần Phát triển Hạ tầng Khu Công nghiệp Đồng Phúc,12.849.073.975,-,12849073975.0,
Công ty Cổ phần Phát triển Hạ tầng Khu Công nghiệp Hoàng Diệu,Hà Nam > Công ty Cổ phần Phát triển Hạ tầng Khu Công nghiệp Hoàng Diệu,Công ty Cổ phần Phát triển Hạ tầng Khu Công nghiệp Hoàng Diệu,10.909.830.136,-,10909830136.0,
Công ty Cổ phần Xây dựng và Phát triển Đô thị,Hà Nam > Công ty Cổ phần Xây dựng và Phát triển Đô thị,Công ty Cổ phần Xây dựng và Phát triển Đô thị,5.534.630.136,-,5534630136.0,
Hòa Phát,Hòa Phát,Hòa Phát,,,,
Công ty Cổ phần Phát triển Đô thị Mỹ Hào,Hòa Phát > Công ty Cổ phần Phát triển Đô thị Mỹ Hào,Công ty Cổ phần Phát triển Đô thị Mỹ Hào,4.999.936.985,-,4999936985.0,
