row_label_raw,row_label_full,col_0,Số đầu năm,Số đầu năm_1,Trong năm,Trong năm_1,Số cuối năm,Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Trong năm,numeric__Trong năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1
,,,VND,VND,Tăng,VND,VND,VND,,,,,,
,,,Giá trị/ Số cókhả năng trả nợ,Giá trị/ Số cókhả năng trả nợ,Tăng,Giám,Giá trị/ Số có khànăng trả nợ,Giá trị/ Số có khànăng trả nợ,,,,,,
Vay dài hạn từ các bênliên quan (Chỉ tiết tạithuyết minh số 29) (i),Vay dài hạn từ các bênliên quan (Chỉ tiết tạithuyết minh số 29) (i),Vay dài hạn từ các bênliên quan (Chỉ tiết tạithuyết minh số 29) (i),,-5.317.000.000.000,-5.317.000.000.000,2.457.500.000.000,2.457.500.000.000,2.859.500.000.000,,-5317000000000.0,-5317000000000.0,2457500000000.0,2457500000000.0,2859500000000.0
Vay dài hạn từ các bênliên quan (Chỉ tiết tạithuyết minh số 29) (i),Vay dài hạn từ các bênliên quan (Chỉ tiết tạithuyết minh số 29) (i),Vay dài hạn từ các bênliên quan (Chỉ tiết tạithuyết minh số 29) (i),,-5.317.000.000.000,-5.317.000.000.000,2.457.500.000.000,2.457.500.000.000,2.859.500.000.000,,-5317000000000.0,-5317000000000.0,2457500000000.0,2457500000000.0,2859500000000.0
