row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,,
Phải thu cổ tức được chia,a. Ngắn hạn > Phải thu cổ tức được chia,Phải thu cổ tức được chia,345.000.000.000,-,345000000000.0,
Các khoản chỉ hộ,a. Ngắn hạn > Các khoản chỉ hộ,Các khoản chỉ hộ,22.129.240.717,7.548.363.443,22129240717.0,7548363443.0
Lãi phải thu,a. Ngắn hạn > Lãi phải thu,Lãi phải thu,10.578.095.491,9.885.086.632,10578095491.0,9885086632.0
Phải thu khác,a. Ngắn hạn > Phải thu khác,Phải thu khác,646.989.559,2.249.896.180,646989559.0,2249896180.0
,,,378.354.325.767,19.683.346.255,378354325767.0,19683346255.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,,
"Ký cược, ký quỹ","b. Dài hạn > Ký cược, ký quỹ","Ký cược, ký quỹ",4.195.000.000,4.095.000.000,4195000000.0,4095000000.0
,,,4.195.000.000,4.095.000.000,4195000000.0,4095000000.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn khác từ các bên liên quan (chỉ tiết tại Thuyết minh số 29),Trong đó: > Phải thu ngắn hạn khác từ các bên liên quan (chỉ tiết tại Thuyết minh số 29),Phải thu ngắn hạn khác từ các bên liên quan (chỉ tiết tại Thuyết minh số 29),352.213.146.729,7.216.057.019,352213146729.0,7216057019.0
