row_label_raw,row_label_full,Bà Bùi Thị Hải Vân,Trường ban,numeric__Trường ban
Bà Ngô Lan Anh,Bà Ngô Lan Anh,Bà Ngô Lan Anh,Thành viên,
Bà Thái Thị Lộc,Bà Thái Thị Lộc,Bà Thái Thị Lộc,Thành viên,
