row_label_raw,row_label_full,Năm phát sinh,Năm hết hạn,Lỗ tính thuế,Số lỗ đã chuyển đến ngày 31/12/2025,Số lỗ tính thuế chưa sử dụng tại ngày 31/12/2025,numeric__Năm hết hạn,numeric__Lỗ tính thuế,numeric__Số lỗ đã chuyển đến ngày 31/12/2025,numeric__Số lỗ tính thuế chưa sử dụng tại ngày 31/12/2025
,,,,VND,VND,VND,,,,
2022 (*),2022 (*),2022 (*),2027,126.219.042.668,50.486.409.763,75.732.632.905,2027.0,126219042668.0,50486409763.0,75732632905.0
2023 (*),2023 (*),2023 (*),2028,207.297.804,-,207.297.804,2028.0,207297804.0,,207297804.0
2025 (*),2025 (*),2025 (*),2030,129.772.635.605,-,129.772.635.605,2030.0,129772635605.0,,129772635605.0
,,,,256.198.976.077,50.486.409.763,205.712.566.314,,256198976077.0,50486409763.0,205712566314.0
