row_label_raw,row_label_full,col_0,Số cuối năm > VNDGiá trị/Số có khả năng trả nợ,Số đầu năm > VNDGiá trị/Số có khả năng trả nợ,numeric__Số cuối năm > VNDGiá trị/Số có khả năng trả nợ,numeric__Số đầu năm > VNDGiá trị/Số có khả năng trả nợ
a. Phải trả người bán ngắn hạn không phải là bên liên quan,a. Phải trả người bán ngắn hạn không phải là bên liên quan,a. Phải trả người bán ngắn hạn không phải là bên liên quan,38.687.410.568,19.546.735.906,38687410568.0,19546735906.0
Công ty Cổ phần Du lịch và Tiếp thị Giao thông Vận tải Việt Nam - Vietravel - Chi nhánh Hà Nội,Công ty Cổ phần Du lịch và Tiếp thị Giao thông Vận tải Việt Nam - Vietravel - Chi nhánh Hà Nội,Công ty Cổ phần Du lịch và Tiếp thị Giao thông Vận tải Việt Nam - Vietravel - Chi nhánh Hà Nội,20.610.443.000,1.136.562.500,20610443000.0,1136562500.0
Công ty TNHH Onecad Việt Nam,Công ty TNHH Onecad Việt Nam,Công ty TNHH Onecad Việt Nam,5.012.700.000,-,5012700000.0,
Công ty Cổ phần Thương mại In Nhật Nam,Công ty Cổ phần Thương mại In Nhật Nam,Công ty Cổ phần Thương mại In Nhật Nam,4.362.605.360,-,4362605360.0,
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,8.701.662.208,18.410.173.406,8701662208.0,18410173406.0
b. Phải trả ngắn hạn cho các bên liên quan(Chi tiết tại Thuyết minh số 29),b. Phải trả ngắn hạn cho các bên liên quan(Chi tiết tại Thuyết minh số 29),b. Phải trả ngắn hạn cho các bên liên quan(Chi tiết tại Thuyết minh số 29),42.164.094,756.089.915,42164094.0,756089915.0
,,,38.729.574.662,20.302.825.821,38729574662.0,20302825821.0
