row_label_raw,row_label_full,Ông Đoàn Châu Phong,Tổng Giám đốc,col_2,numeric__Tổng Giám đốc,numeric__col_2
Ông Tô Như Thắng,Ông Tô Như Thắng,Ông Tô Như Thắng,Phó Tổng Giám đốc,,,
Ông Phạm Hồng Châu,Ông Phạm Hồng Châu,Ông Phạm Hồng Châu,Phó Tổng Giám đốc,,,
Bà Nguyễn Thu Hằng,Bà Nguyễn Thu Hằng,Bà Nguyễn Thu Hằng,Phó Tổng Giám đốc,Bổ nhiệm ngày 9 tháng 6 năm 2020,,
Ông Lâm Hoàng Đăng,Ông Lâm Hoàng Đăng,Ông Lâm Hoàng Đăng,Phó Tổng Giám đốc,Miễn nhiệm ngày 30 tháng 9 năm 2020,,
Ông Nguyễn Minh Nguyên,Ông Nguyễn Minh Nguyên,Ông Nguyễn Minh Nguyên,Phó Tổng Giám đốc,Miễn nhiệm ngày 1 tháng 5 năm 2020,,
