row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Tiền mặt,Tiền mặt,Tiền mặt,39.563.507.131,9.516.948.112,39563507131.0,9516948112.0
Tiền gửi ngân hàng,Tiền gửi ngân hàng,Tiền gửi ngân hàng,100.540.741.280,61.885.135.364,100540741280.0,61885135364.0
Các khoản tương đương tiền (*),Các khoản tương đương tiền (*),Các khoản tương đương tiền (*),479.535.338.037,492.953.449.412,479535338037.0,492953449412.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,619.639.586.448,564.355.532.888,619639586448.0,564355532888.0
