row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải trả phí mua lại trái phiếu trước hạn,Ngắn hạn > Phải trả phí mua lại trái phiếu trước hạn,Phải trả phí mua lại trái phiếu trước hạn,5.400.000.000,5.400.000.000,5400000000.0,5400000000.0
Nhận đặt cọc hoàn thiện nhà tại các dự án,Ngắn hạn > Nhận đặt cọc hoàn thiện nhà tại các dự án,Nhận đặt cọc hoàn thiện nhà tại các dự án,5.218.000.000,2.800.000.000,5218000000.0,2800000000.0
"Nhận ký quỹ, ký cược","Ngắn hạn > Nhận ký quỹ, ký cược","Nhận ký quỹ, ký cược",2.000.000.000,-,2000000000.0,
"Các khoản phải trả, phải nộp khác","Ngắn hạn > Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác",13.950.709.007,27.687.688.874,13950709007.0,27687688874.0
Phải trả ngắn hạn khác cho các bên liên quan(Thuyết minh số 28),Ngắn hạn > Phải trả ngắn hạn khác cho các bên liên quan(Thuyết minh số 28),Phải trả ngắn hạn khác cho các bên liên quan(Thuyết minh số 28),1.659.684.636,21.206.684.636,1659684636.0,21206684636.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,28.228.393.643,57.094.373.510,28228393643.0,57094373510.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Nhận đặt cọc hợp tác đầu tư Dự án Khu đỏthị mới Cồn Khương (i),Dài hạn > Nhận đặt cọc hợp tác đầu tư Dự án Khu đỏthị mới Cồn Khương (i),Nhận đặt cọc hợp tác đầu tư Dự án Khu đỏthị mới Cồn Khương (i),625.000.000.000,-,625000000000.0,
Nhận góp vốn hợp tác đầu tư (ii),Dài hạn > Nhận góp vốn hợp tác đầu tư (ii),Nhận góp vốn hợp tác đầu tư (ii),118.696.962.300,109.214.022.300,118696962300.0,109214022300.0
Phải trả khác,Dài hạn > Phải trả khác,Phải trả khác,27.136.704.388,-,27136704388.0,
Phải trả dài hạn khác cho các bên liên quan(Thuyết minh số 28),Dài hạn > Phải trả dài hạn khác cho các bên liên quan(Thuyết minh số 28),Phải trả dài hạn khác cho các bên liên quan(Thuyết minh số 28),1.297.290.000,1.297.290.000,1297290000.0,1297290000.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,772.130.956.688,110.511.312.300,772130956688.0,110511312300.0
