row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí bán hàng Dự án The Terra An Hưng,Ngắn hạn > Chi phí bán hàng Dự án The Terra An Hưng,Chi phí bán hàng Dự án The Terra An Hưng,175.658.856.692,1.664.123.977,175658856692.0,1664123977.0
Thuế thu nhập doanh nghiệp tạm nộp,Ngắn hạn > Thuế thu nhập doanh nghiệp tạm nộp,Thuế thu nhập doanh nghiệp tạm nộp,16.702.647.914,-,16702647914.0,
"Công cụ, dụng cụ xuất dùng","Ngắn hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",176.427.262,736.589.820,176427262.0,736589820.0
Chi phí trả trước ngắn hạn khác,Ngắn hạn > Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,2.945.736.494,1.574.563.667,2945736494.0,1574563667.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,195.483.668.362,3.975.277.464,195483668362.0,3975277464.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Công cụ, dụng cụ phục vụ Dự án Khu dịch vụ căn hộ khách sạn Hồ Tây","Dài hạn > Công cụ, dụng cụ phục vụ Dự án Khu dịch vụ căn hộ khách sạn Hồ Tây","Công cụ, dụng cụ phục vụ Dự án Khu dịch vụ căn hộ khách sạn Hồ Tây",121.832.671.225,146.594.688.467,121832671225.0,146594688467.0
Chi phí bán hàng Dự án The Terra An Hưng,Dài hạn > Chi phí bán hàng Dự án The Terra An Hưng,Chi phí bán hàng Dự án The Terra An Hưng,-,52.620.619.239,,52620619239.0
Chi phí trả trước tiền thuê mặt bằng Dự án Khu dịch vụ căn hộ khách sạn Hồ Tây,Dài hạn > Chi phí trả trước tiền thuê mặt bằng Dự án Khu dịch vụ căn hộ khách sạn Hồ Tây,Chi phí trả trước tiền thuê mặt bằng Dự án Khu dịch vụ căn hộ khách sạn Hồ Tây,50.388.913.738,10.695.769.026,50388913738.0,10695769026.0
Chi phí cải tạo văn phòng tại số 104 Thái Thịnh,Dài hạn > Chi phí cải tạo văn phòng tại số 104 Thái Thịnh,Chi phí cải tạo văn phòng tại số 104 Thái Thịnh,19.643.376.209,27.825.603.835,19643376209.0,27825603835.0
"Công cụ, dụng cụ xuất dùng","Dài hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",541.552.883,1.742.068.792,541552883.0,1742068792.0
Chi phí trả trước dài hạn khác,Dài hạn > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,6.434.396.015,9.205.824.083,6434396015.0,9205824083.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,198.840.910.070,248.684.573.442,198840910070.0,248684573442.0
