row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
Chi phí môi giới và hỗ trợ lãi suất cho người mua bất động sản,Chi phí bán hàng > Chi phí môi giới và hỗ trợ lãi suất cho người mua bất động sản,Chi phí môi giới và hỗ trợ lãi suất cho người mua bất động sản,17.229.346.173,15.428.005.523,17229346173.0,15428005523.0
Chi phí bằng tiền khác,Chi phí bán hàng > Chi phí bằng tiền khác,Chi phí bằng tiền khác,4.155.496.627,-,4155496627.0,
TỔNG CỘNG,Chi phí bán hàng > TỔNG CỘNG,TỔNG CỘNG,21.384.842.800,15.428.005.523,21384842800.0,15428005523.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí nhân viên quản lý,Chi phí quản lý doanh nghiệp > Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,32.682.486.586,24.285.214.855,32682486586.0,24285214855.0
Chi phí đồ dùng văn phòng,Chi phí quản lý doanh nghiệp > Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,19.806.833.859,11.160.126.768,19806833859.0,11160126768.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,16.702.595.754,8.392.847.639,16702595754.0,8392847639.0
Chi phí khấu hao tài sản cố định,Chi phí quản lý doanh nghiệp > Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,2.681.766.787,2.476.538.049,2681766787.0,2476538049.0
Chi phí bằng tiền khác,Chi phí quản lý doanh nghiệp > Chi phí bằng tiền khác,Chi phí bằng tiền khác,21.024.692.302,15.828.185.342,21024692302.0,15828185342.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,92.898.375.288,62.142.912.653,92898375288.0,62142912653.0
