row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,257.399.939.740,295.050.219.652,257399939740.0,295050219652.0
Thuế TNDN theo thuế suất 20% áp dụng cho Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Công ty,51.479.987.948,59.010.043.930,51479987948.0,59010043930.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,,,
Tài sản thuế TNDN hoãn lại chưa được ghi nhận đối với chi phí lãi vay chưa được khấu trừ khi tính thuế,Các khoản điều chỉnh: > Tài sản thuế TNDN hoãn lại chưa được ghi nhận đối với chi phí lãi vay chưa được khấu trừ khi tính thuế,Tài sản thuế TNDN hoãn lại chưa được ghi nhận đối với chi phí lãi vay chưa được khấu trừ khi tính thuế,2.793.443.848,10.442.922.777,2793443848.0,10442922777.0
Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Các khoản điều chỉnh: > Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Điều chỉnh thuế TNDN trích thiếu trong những năm trước,117.776.183,-,117776183.0,
Tài sản thuế TNDN hoãn lại chưa được ghi nhận với lỗ tính thuế,Các khoản điều chỉnh: > Tài sản thuế TNDN hoãn lại chưa được ghi nhận với lỗ tính thuế,Tài sản thuế TNDN hoãn lại chưa được ghi nhận với lỗ tính thuế,22.318.510.104,-,22318510104.0,
Chi phí không được trừ khác,Các khoản điều chỉnh: > Chi phí không được trừ khác,Chi phí không được trừ khác,367.664.866,924.460.394,367664866.0,924460394.0
Lợi nhuận được chia bởi công ty con không chịu thuế TNDN,Các khoản điều chỉnh: > Lợi nhuận được chia bởi công ty con không chịu thuế TNDN,Lợi nhuận được chia bởi công ty con không chịu thuế TNDN,(71.432.000.000),-,-71432000000.0,
Điều chỉnh thuế TNDN trong năm trước theo Nghị định số 68/2020/NĐ-CP (*),Các khoản điều chỉnh: > Điều chỉnh thuế TNDN trong năm trước theo Nghị định số 68/2020/NĐ-CP (*),Điều chỉnh thuế TNDN trong năm trước theo Nghị định số 68/2020/NĐ-CP (*),(10.354.390.247),-,-10354390247.0,
Các khoản điều chỉnh giảm khác,Các khoản điều chỉnh: > Các khoản điều chỉnh giảm khác,Các khoản điều chỉnh giảm khác,(5.527.606.766),(895.903.240),-5527606766.0,-895903240.0
Chi phí thuế TNDN,Các khoản điều chỉnh: > Chi phí thuế TNDN,Chi phí thuế TNDN,(10.236.614.064),69.481.523.861,-10236614064.0,69481523861.0
