row_label_raw,row_label_full,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2019 > Ngày 31 tháng 12 năm 2018 > - Lợi nhuận thuần trong năm,Vốn cổ phần đã phát hành > Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2019 > 1.600.000.000.000 > -,Quỹ đầu tư phát triển > Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2019 > 15.177.859.740 > -,Quỹ khác thuộc vốn chủ sở hữu > Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2019 > 7.588.929.869 > -,Lợi nhuận sau thuế chưa phân phối > Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2019 > 597.016.811.317 > 225.568.695.791,Đơn vị tính: VND Tổng cộng > Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2019 > 2.219.783.600.926 > 225.568.695.791,numeric__Vốn cổ phần đã phát hành > Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2019 > 1.600.000.000.000 > -,numeric__Quỹ đầu tư phát triển > Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2019 > 15.177.859.740 > -,numeric__Quỹ khác thuộc vốn chủ sở hữu > Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2019 > 7.588.929.869 > -,numeric__Lợi nhuận sau thuế chưa phân phối > Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2019 > 597.016.811.317 > 225.568.695.791,numeric__Đơn vị tính: VND Tổng cộng > Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2019 > 2.219.783.600.926 > 225.568.695.791
- Chia cổ tức,- Chia cổ tức,- Chia cổ tức,-,-,-,(256.000.000.000),(256.000.000.000),,,,-256000000000.0,-256000000000.0
"- Trích quỹ khen thưởng, phúc lợi (i)","- Trích quỹ khen thưởng, phúc lợi (i)","- Trích quỹ khen thưởng, phúc lợi (i)",-,-,-,(22.980.000.000),(22.980.000.000),,,,-22980000000.0,-22980000000.0
Ngày 31 tháng 12 năm 2019,Ngày 31 tháng 12 năm 2019,Ngày 31 tháng 12 năm 2019,1.600.000.000.000,15.177.859.740,7.588.929.869,543.605.507.108,2.166.372.296.717,1600000000000.0,15177859740.0,7588929869.0,543605507108.0,2166372296717.0
Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2020,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2020,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2020,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2020,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2020,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2020,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2020,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2020,,,,,
Ngày 31 tháng 12 năm 2019,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2020 > Ngày 31 tháng 12 năm 2019,Ngày 31 tháng 12 năm 2019,1.600.000.000.000,15.177.859.740,7.588.929.869,543.605.507.108,2.166.372.296.717,1600000000000.0,15177859740.0,7588929869.0,543605507108.0,2166372296717.0
- Lợi nhuận thuần trong năm,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2020 > - Lợi nhuận thuần trong năm,- Lợi nhuận thuần trong năm,-,-,-,267.636.553.804,267.636.553.804,,,,267636553804.0,267636553804.0
- Phát hành cổ phiếu trả cổ tức (ii),Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2020 > - Phát hành cổ phiếu trả cổ tức (ii),- Phát hành cổ phiếu trả cổ tức (ii),399.999.000.000,-,-,(399.999.000.000),-,399999000000.0,,,-399999000000.0,
"- Trích quỹ khen thưởng, phúc lợi (i)","Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2020 > - Trích quỹ khen thưởng, phúc lợi (i)","- Trích quỹ khen thưởng, phúc lợi (i)",-,-,-,(17.020.000.000),(17.020.000.000),,,,-17020000000.0,-17020000000.0
Ngày 31 tháng 12 năm 2020,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2020 > Ngày 31 tháng 12 năm 2020,Ngày 31 tháng 12 năm 2020,1.999.999.000.000,15.177.859.740,7.588.929.869,394.223.060.912,2.416.988.850.521,1999999000000.0,15177859740.0,7588929869.0,394223060912.0,2416988850521.0
