row_label_raw,row_label_full,Bên liên quan,Giao dịch,Năm nay,Ngàn VNDNăm trước,numeric__Giao dịch,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Công ty Cổ phầnChăn nuôi Gia Lai,Công ty Cổ phầnChăn nuôi Gia Lai,Công ty Cổ phầnChăn nuôi Gia Lai,Chuyển đổi khoản phải thu thành vốn góp,777.169.770,-,,777169770.0,
Công ty Cổ phầnChăn nuôi Gia Lai,Công ty Cổ phầnChăn nuôi Gia Lai,Công ty Cổ phầnChăn nuôi Gia Lai,Lãi cho vay,1.227.942,62.324.917,,1227942.0,62324917.0
Công ty Cổ phầnChăn nuôi Gia Lai,Công ty Cổ phầnChăn nuôi Gia Lai,Công ty Cổ phầnChăn nuôi Gia Lai,Chi hộ,754.537,712.063,,754537.0,712063.0
Công ty Cổ phầnChăn nuôi Gia Lai,Công ty Cổ phầnChăn nuôi Gia Lai,Công ty Cổ phầnChăn nuôi Gia Lai,Mua hàng hóa,14.628,690,,14628.0,690.0
Công ty Cổ phầnChăn nuôi Gia Lai,Công ty Cổ phầnChăn nuôi Gia Lai,Công ty Cổ phầnChăn nuôi Gia Lai,Bán hàng hóa và cung cấp dịch vụ,1.801,712.063,,1801.0,712063.0
Công ty Cổ phầnChăn nuôi Gia Lai,Công ty Cổ phầnChăn nuôi Gia Lai,Công ty Cổ phầnChăn nuôi Gia Lai,Cho vay,-,28.000.000,,,28000000.0
Công ty TNHH HưngThắng Lợi Gia Lai,Công ty TNHH HưngThắng Lợi Gia Lai,Công ty TNHH HưngThắng Lợi Gia Lai,Cho vay,700.000.000,8.700.000,,700000000.0,8700000.0
Công ty TNHH HưngThắng Lợi Gia Lai,Công ty TNHH HưngThắng Lợi Gia Lai,Công ty TNHH HưngThắng Lợi Gia Lai,Lãi cho vay,37.926.814,39.601.628,,37926814.0,39601628.0
Công ty TNHH HưngThắng Lợi Gia Lai,Công ty TNHH HưngThắng Lợi Gia Lai,Công ty TNHH HưngThắng Lợi Gia Lai,Mua hàng hóa và dịch vụ,12.355.068,4.935.179,,12355068.0,4935179.0
Công ty TNHH HưngThắng Lợi Gia Lai,Công ty TNHH HưngThắng Lợi Gia Lai,Công ty TNHH HưngThắng Lợi Gia Lai,Bán hàng hóa và cung cấp dịch vụ,1.010.154,8.922.766,,1010154.0,8922766.0
Công ty TNHH HưngThắng Lợi Gia Lai,Công ty TNHH HưngThắng Lợi Gia Lai,Công ty TNHH HưngThắng Lợi Gia Lai,Chi hộ,991.591,398.932,,991591.0,398932.0
Công ty TNHH HưngThắng Lợi Gia Lai,Công ty TNHH HưngThắng Lợi Gia Lai,Công ty TNHH HưngThắng Lợi Gia Lai,Tăng khoản đầu tư,-,500.000.000,,,500000000.0
Công ty TNHH HưngThắng Lợi Gia Lai,Công ty TNHH HưngThắng Lợi Gia Lai,Công ty TNHH HưngThắng Lợi Gia Lai,Cho mượn,-,19.000.000,,,19000000.0
Công ty TNHH Dịch vụNông nghiệp Tây Nguyên,Công ty TNHH Dịch vụNông nghiệp Tây Nguyên,Công ty TNHH Dịch vụNông nghiệp Tây Nguyên,Lãi trái phiếu,17.277.000,30.416.667,,17277000.0,30416667.0
Công ty TNHH Dịch vụNông nghiệp Tây Nguyên,Công ty TNHH Dịch vụNông nghiệp Tây Nguyên,Công ty TNHH Dịch vụNông nghiệp Tây Nguyên,Lãi cho vay,26.123.121,39.263.485,,26123121.0,39263485.0
Công ty TNHH Dịch vụNông nghiệp Tây Nguyên,Công ty TNHH Dịch vụNông nghiệp Tây Nguyên,Công ty TNHH Dịch vụNông nghiệp Tây Nguyên,Mua lại trái phiếu,300.000.000,-,,300000000.0,
Công ty TNHH Dịch vụNông nghiệp Tây Nguyên,Công ty TNHH Dịch vụNông nghiệp Tây Nguyên,Công ty TNHH Dịch vụNông nghiệp Tây Nguyên,Bán hàng hóa và cung cấp dịch vụ,11.435.224,-,,11435224.0,
Công ty Cổ phần Gia súcLơ Pang,Công ty Cổ phần Gia súcLơ Pang,Công ty Cổ phần Gia súcLơ Pang,Cho vay,244.556.333,5.000.000,,244556333.0,5000000.0
Công ty Cổ phần Gia súcLơ Pang,Công ty Cổ phần Gia súcLơ Pang,Công ty Cổ phần Gia súcLơ Pang,Lãi cho vay,17.812.396,57.250.407,,17812396.0,57250407.0
Công ty Cổ phần Gia súcLơ Pang,Công ty Cổ phần Gia súcLơ Pang,Công ty Cổ phần Gia súcLơ Pang,Chi hộ,486.413,-,,486413.0,
