row_label_raw,row_label_full,Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Mua hàng hóa,15.503.068,15.503.068_1,numeric__Mua hàng hóa,numeric__15.503.068,numeric__15.503.068_1
Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Mua hàng hóa,8.997.560,8.982.932,,8997560.0,8982932.0
Công ty TNHH Hưng Thắng Lợi Gia Lai,Công ty TNHH Hưng Thắng Lợi Gia Lai,Công ty TNHH Hưng Thắng Lợi Gia Lai,Mua hàng hóa,1.882.237,2.565.474,,1882237.0,2565474.0
Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Mua hàng hóa,436.516,6.836.392,,436516.0,6836392.0
Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Mua hàng hóa,-,2.699.175,,,2699175.0
Các công ty khác,Các công ty khác,Các công ty khác,Mua hàng hóa,138.740,192.040,,138740.0,192040.0
,,,,26.958.121,36.779.081,,26958121.0,36779081.0
