row_label_raw,row_label_full,Công ty Cổ phần Chăn nuôiGia Lai,Tạm ứng mua hàng hóa và dịch vụ,8.640.087,8.640.087_1,numeric__Tạm ứng mua hàng hóa và dịch vụ,numeric__8.640.087,numeric__8.640.087_1
Công ty TNHH Hưng ThắngLợi Gia Lai,Công ty TNHH Hưng ThắngLợi Gia Lai,Công ty TNHH Hưng ThắngLợi Gia Lai,Tạm ứng mua hàng hóa và dịch vụ,4.887.191,-,,4887191.0,
Công Ty Cổ Phần BapiHoàng Anh Gia Lai,Công Ty Cổ Phần BapiHoàng Anh Gia Lai,Công Ty Cổ Phần BapiHoàng Anh Gia Lai,Tạm ứng mua hàng hóa và dịch vụ,-,44.034,,,44034.0
,,,,13.527.278,8.684.121,,13527278.0,8684121.0
