row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,22.1,18.415.919,33.433.374,,221.0,18415919.0,33433374.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,23,(14.553.833),(27.241.298),,23.0,-14553833.0,-27241298.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,3.862.086,6.192.076,,,3862086.0,6192076.0
21,21,21,Doanh thu hoạt động tài chính,22.2,142.041.101,620.469.566,,222.0,142041101.0,620469566.0
22,22,22,Chi phí tài chính,24,(333.264.096),(568.287.938),,24.0,-333264096.0,-568287938.0
23,23,23,Trong đó: Chi phí lãi vay,,(459.188.565),(548.037.985),,,-459188565.0,-548037985.0
25,25,25,Chi phí bán hàng,25,(3.121.600),(3.501.016),,25.0,-3121600.0,-3501016.0
26,26,26,Chi phí quản lý doanh nghiệp,25,(55.892.132),(17.286.018),,25.0,-55892132.0,-17286018.0
30,30,30,(Lỗ) lợi nhuận thuần từ hoạt động kinh doanh,,(246.374.641),37.586.670,,,-246374641.0,37586670.0
31,31,31,Thu nhập khác,26,412.989,137.187.051,,26.0,412989.0,137187051.0
32,32,32,Chi phí khác,26,(22.168.505),(2.593.922),,26.0,-22168505.0,-2593922.0
40,40,40,(Lỗ) lợi nhuận khác,26,(21.755.516),134.593.129,,26.0,-21755516.0,134593129.0
50,50,50,Tổng (lỗ) lợi nhuận kế toán trước thuế,,(268.130.157),172.179.799,,,-268130157.0,172179799.0
51,51,51,Chi phí thuế TNDN hiện hành,27.1,(37.670),(28.546.737),,271.0,-37670.0,-28546737.0
52,52,52,Thu nhập (chi phí) thuế TNDN hoãn lại,27.2,2.405.169,(2.593.285),,272.0,2405169.0,-2593285.0
60,60,60,(Lỗ) lợi nhuận sau thuế TNDN,,(265.762.658),141.039.777,,,-265762658.0,141039777.0
