row_label_raw,row_label_full,"Tổ chức thu xếp phát hành > BIDV và Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam (""BSC"")",Số cuối năm > 3.105.000.000,Ngàn VND Số đầu năm > 4.671.000.000,numeric__Số cuối năm > 3.105.000.000,numeric__Ngàn VND Số đầu năm > 4.671.000.000
"Công ty TNHH Chứng khoán ACB (""ACBS"")","Công ty TNHH Chứng khoán ACB (""ACBS"")","Công ty TNHH Chứng khoán ACB (""ACBS"")",-,300.000.000,,300000000.0
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,(15.289.627),(22.934.442),-15289627.0,-22934442.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,3.089.710.373,4.948.065.558,3089710373.0,4948065558.0
Trong đó:,Trong đó:,Trong đó:,,,,
Trái phiếu dài hạn,Trong đó: > Trái phiếu dài hạn,Trái phiếu dài hạn,1.171.204.222,3.199.130.581,1171204222.0,3199130581.0
Trái phiếu dài hạn đến hạn trả trong vòng 1 năm,Trong đó: > Trái phiếu dài hạn đến hạn trả trong vòng 1 năm,Trái phiếu dài hạn đến hạn trả trong vòng 1 năm,1.918.506.151,1.748.934.977,1918506151.0,1748934977.0
