row_label_raw,row_label_full,Tên,Chức vụ,Ngàn VND,Ngàn VND_1,numeric__Chức vụ,numeric__Ngàn VND,numeric__Ngàn VND_1
Tên,Tên,Tên,Chức vụ,Thu nhập (*),Thu nhập (*),,,
Tên,Tên,Tên,Chức vụ,Năm nay,Năm trước,,,
Ông Đoàn Nguyên Đức,Tên > Ông Đoàn Nguyên Đức,Ông Đoàn Nguyên Đức,Chủ tịch HĐQT,2.490.672,2.418.600,,2490672.0,2418600.0
Ông Võ Trường Sơn,Tên > Ông Võ Trường Sơn,Ông Võ Trường Sơn,Thành viên HĐQT,1.711.306,1.919.006,,1711306.0,1919006.0
Bà Võ Thị Mỹ Hạnh,Bà Võ Thị Mỹ Hạnh,Bà Võ Thị Mỹ Hạnh,Thành viên HĐQT kiểm,,,,,
,,,Phó Tổng Giám đốc,1.445.675,1.376.438,,1445675.0,1376438.0
Bà Hồ Thị Kim Chi,Bà Võ Thị Mỹ Hạnh > Bà Hồ Thị Kim Chi,Bà Hồ Thị Kim Chi,Phó Tổng Giám đốc,1.259.405,1.086.593,,1259405.0,1086593.0
Ông Nguyễn Xuân Thắng,Bà Võ Thị Mỹ Hạnh > Ông Nguyễn Xuân Thắng,Ông Nguyễn Xuân Thắng,Tổng Giám đốc,1.242.570,-,,1242570.0,
Bà Đỗ Trần Thủy Trang,Bà Võ Thị Mỹ Hạnh > Bà Đỗ Trần Thủy Trang,Bà Đỗ Trần Thủy Trang,Trường Ban Kiểm soát,738.957,656.613,,738957.0,656613.0
Ông Trần Văn Dai,Bà Võ Thị Mỹ Hạnh > Ông Trần Văn Dai,Ông Trần Văn Dai,Thành viên HĐQT,324.000,162.000,,324000.0,162000.0
Ông Phạm Ngọc Châu,Bà Võ Thị Mỹ Hạnh > Ông Phạm Ngọc Châu,Ông Phạm Ngọc Châu,Thành viên Ban Kiểm soát,216.000,108.000,,216000.0,108000.0
Ông Nguyễn Chí Thắng,Bà Võ Thị Mỹ Hạnh > Ông Nguyễn Chí Thắng,Ông Nguyễn Chí Thắng,Thành viên HĐQT,108.000,94.500,,108000.0,94500.0
Ông Lê Hồng Phong,Bà Võ Thị Mỹ Hạnh > Ông Lê Hồng Phong,Ông Lê Hồng Phong,Thành viên Ban Kiểm soát,72.000,108.000,,72000.0,108000.0
Ông Bùi Lê Quang,Bà Võ Thị Mỹ Hạnh > Ông Bùi Lê Quang,Ông Bùi Lê Quang,Thành viên HĐQT,216.000,-,,216000.0,
Ông Nguyễn Tiến Hưng,Bà Võ Thị Mỹ Hạnh > Ông Nguyễn Tiến Hưng,Ông Nguyễn Tiến Hưng,Thành viên Ban Kiểm soát,144.000,-,,144000.0,
Bà Võ Thị Huyền Lan,Bà Võ Thị Mỹ Hạnh > Bà Võ Thị Huyền Lan,Bà Võ Thị Huyền Lan,Thành viên HĐQT,-,67.500,,,67500.0
Các cá nhân khác,Bà Võ Thị Mỹ Hạnh > Các cá nhân khác,Các cá nhân khác,,840.368,673.276,,840368.0,673276.0
TỔNG CỘNG,Bà Võ Thị Mỹ Hạnh > TỔNG CỘNG,TỔNG CỘNG,,10.808.953,8.670.526,,10808953.0,8670526.0
