row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải thu về bán hàng và cung cấp dịch vụ,Phải thu về bán hàng và cung cấp dịch vụ,Phải thu về bán hàng và cung cấp dịch vụ,20.432.243,22.705.081,20432243.0,22705081.0
Phải thu tiền bán căn hộ,Phải thu tiền bán căn hộ,Phải thu tiền bán căn hộ,969.782,1.148.510,969782.0,1148510.0
Phải thu tiền thanh lý tài sản cố định,Phải thu tiền thanh lý tài sản cố định,Phải thu tiền thanh lý tài sản cố định,1.694.763,411.413,1694763.0,411413.0
Phải thu tiền thanh lý khoản đầu tư,Phải thu tiền thanh lý khoản đầu tư,Phải thu tiền thanh lý khoản đầu tư,-,369.805.976,,369805976.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,23.096.788,394.070.980,23096788.0,394070980.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
"Phải thu các bên liên quan(Thuyết minh (""TM"") số 28)","Trong đó: > Phải thu các bên liên quan(Thuyết minh (""TM"") số 28)","Phải thu các bên liên quan(Thuyết minh (""TM"") số 28)",13.514.674,14.864.451,13514674.0,14864451.0
Phải thu các bên thứ ba,Trong đó: > Phải thu các bên thứ ba,Phải thu các bên thứ ba,9.582.114,379.206.529,9582114.0,379206529.0
Dự phòng phải thu ngắn hạn khách hàng khó đòi,Trong đó: > Dự phòng phải thu ngắn hạn khách hàng khó đòi,Dự phòng phải thu ngắn hạn khách hàng khó đòi,(13.546.848),(12.537.759),-13546848.0,-12537759.0
GIÁ TRỊ THUẦN,Trong đó: > GIÁ TRỊ THUẦN,GIÁ TRỊ THUẦN,9.549.940,381.533.221,9549940.0,381533221.0
