row_label_raw,row_label_full,col_0,Năm nay,Ngân VNDNăm trước,numeric__Năm nay,numeric__Ngân VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
Chi phí dịch vụ mua ngoài,Chi phí bán hàng > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,2.459.198,2.519.835,2459198.0,2519835.0
Chi phí lương nhân viên,Chi phí bán hàng > Chi phí lương nhân viên,Chi phí lương nhân viên,378.597,374.520,378597.0,374520.0
Chi phí bán hàng khác,Chi phí bán hàng > Chi phí bán hàng khác,Chi phí bán hàng khác,283.805,606.661,283805.0,606661.0
,,,3.121.600,3.501.016,3121600.0,3501016.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí lương nhân viên,Chi phí quản lý doanh nghiệp > Chi phí lương nhân viên,Chi phí lương nhân viên,33.190.924,34.639.167,33190924.0,34639167.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,20.871.366,14.042.850,20871366.0,14042850.0
Chi phí khấu hao và hao mòn,Chi phí quản lý doanh nghiệp > Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,4.768.692,4.373.148,4768692.0,4373148.0
Hoàn nhập dự phòng,Chi phí quản lý doanh nghiệp > Hoàn nhập dự phòng,Hoàn nhập dự phòng,(401.977),(47.023.661),-401977.0,-47023661.0
Hoàn nhập chi phí hoạt động,Chi phí quản lý doanh nghiệp > Hoàn nhập chi phí hoạt động,Hoàn nhập chi phí hoạt động,(10.723.635),-,-10723635.0,
Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp > Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp khác,8.186.762,11.254.514,8186762.0,11254514.0
,,,55.892.132,17.286.018,55892132.0,17286018.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,59.013.732,20.787.034,59013732.0,20787034.0
