row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
200,200,200,B. TÀI SẢN DÀI HẠN,,2.846.971.535.938,2.159.133.097.815,,,2846971535938.0,2159133097815.0
210,210,210,I. Các khoản phải thu dài hạn,9,562.713.000.000,295.351.015.364,,9.0,562713000000.0,295351015364.0
216,216,216,1. Phải thu dài hạn khác,,562.713.000.000,295.351.015.364,,,562713000000.0,295351015364.0
220,220,220,II. Tài sản cố định,,71.310.885.066,129.291.290.625,,,71310885066.0,129291290625.0
221,221,221,1. Tài sản cố định hữu hình,14,71.121.919.763,128.906.601.912,,14.0,71121919763.0,128906601912.0
222,222,222,Nguyên giá,,94.762.550.365,153.992.212.653,,,94762550365.0,153992212653.0
223,223,223,Giá trị hao mòn lũy kế,,(23.640.630.602),(25.085.610.741),,,-23640630602.0,-25085610741.0
227,227,227,2. Tài sản cố định vô hình,,188.965.303,384.688.713,,,188965303.0,384688713.0
228,228,228,Nguyên giá,,428.507.500,574.050.000,,,428507500.0,574050000.0
229,229,229,Giá trị hao mòn lũy kế,,(239.542.197),(189.361.287),,,-239542197.0,-189361287.0
230,230,230,III. Bất động sản đầu tư,15,982.984.600.348,975.393.151.500,,15.0,982984600348.0,975393151500.0
231,231,231,1. Nguyên giá,,1.131.672.547.578,1.040.179.927.506,,,1131672547578.0,1040179927506.0
232,232,232,2. Giá trị hao mòn lũy kế,,(148.687.947.230),(64.786.776.006),,,-148687947230.0,-64786776006.0
240,240,240,IV. Tài sản dở dang dài hạn,17,95.409.150.150,76.303.910.198,,17.0,95409150150.0,76303910198.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,,95.409.150.150,76.303.910.198,,,95409150150.0,76303910198.0
250,250,250,V. Đầu tư tài chính dài hạn,18,777.722.005.719,325.527.886.097,,18.0,777722005719.0,325527886097.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",18.1,474.097.005.719,51.902.886.097,,181.0,474097005719.0,51902886097.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,18.2,303.625.000.000,273.625.000.000,,182.0,303625000000.0,273625000000.0
260,260,260,VI. Tài sản dài hạn khác,,356.831.894.655,357.265.844.031,,,356831894655.0,357265844031.0
261,261,261,1. Chi phí trả trước dài hạn,12,8.945.973.214,17.533.044.005,,12.0,8945973214.0,17533044005.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,34.2,13.885.921.441,5.732.800.026,,342.0,13885921441.0,5732800026.0
268,268,268,3. Tài sản dài hạn khác,13,334.000.000.000,334.000.000.000,,13.0,334000000000.0,334000000000.0
270,270,270,TỔNG CỘNG TÀI SẢN,,9.578.591.657.942,7.378.527.085.935,,,9578591657942.0,7378527085935.0
