row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND,numeric__Số cuối năm,numeric__Đơn vị tính: VND
Dự án Tân Tây Đô (i),Dự án Tân Tây Đô (i),Dự án Tân Tây Đô (i),50.151.458.285,46.406.081.630,50151458285.0,46406081630.0
Dự án Đồng Quang,Dự án Đồng Quang,Dự án Đồng Quang,28.612.190.472,-,28612190472.0,
Dự án Hà Phong - Khe Cá Quảng Ninh (i),Dự án Hà Phong - Khe Cá Quảng Ninh (i),Dự án Hà Phong - Khe Cá Quảng Ninh (i),-,14.353.190.302,,14353190302.0
"Quyền sử dụng đất tại Phú Hải, Bình Thuận","Quyền sử dụng đất tại Phú Hải, Bình Thuận","Quyền sử dụng đất tại Phú Hải, Bình Thuận",5.945.504.545,5.923.304.545,5945504545.0,5923304545.0
Dự án An Bình - Cần Thơ,Dự án An Bình - Cần Thơ,Dự án An Bình - Cần Thơ,5.035.916.634,4.495.952.524,5035916634.0,4495952524.0
Dự án Tây Nam An Khánh,Dự án Tây Nam An Khánh,Dự án Tây Nam An Khánh,2.706.636.610,2.710.530.145,2706636610.0,2710530145.0
Xây dựng phần mềm,Xây dựng phần mềm,Xây dựng phần mềm,-,513.920.000,,513920000.0
Các dự án khác,Các dự án khác,Các dự án khác,2.957.443.604,1.900.931.052,2957443604.0,1900931052.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,95.409.150.150,76.303.910.198,95409150150.0,76303910198.0
