row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúc","Máy móc,thiết bị",Phương tiệnvận tải,Thiết bịvăn phòng,Đơn vị tính: VNDTổng cộng,"numeric__Nhà cửa,vật kiến trúc","numeric__Máy móc,thiết bị",numeric__Phương tiệnvận tải,numeric__Thiết bịvăn phòng,numeric__Đơn vị tính: VNDTổng cộng
Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,,,,,
Số đầu năm- Mua trong năm- Phân loại sang bắt động sản đầu tư(Thuyết minh số 15)- Giảm do bán công ty con,Số đầu năm- Mua trong năm- Phân loại sang bắt động sản đầu tư(Thuyết minh số 15)- Giảm do bán công ty con,Số đầu năm- Mua trong năm- Phân loại sang bắt động sản đầu tư(Thuyết minh số 15)- Giảm do bán công ty con,115.438.859.165- (48.371.094.867) (3.430.375.701),19.136.579.699- (7.887.089.754) (366.055.146),16.844.407.829- (1.974.687.829),2.572.365.960- (556.562.628),153.992.212.6533.356.203.637(56.258.184.621)(6.327.681.304),,,,,
Số cuối năm,Số đầu năm- Mua trong năm- Phân loại sang bắt động sản đầu tư(Thuyết minh số 15)- Giảm do bán công ty con > Số cuối năm,Số cuối năm,63.637.388.597,10.883.434.799,17.941.963.637,2.299.763.332,94.762.550.365,63637388597.0,10883434799.0,17941963637.0,2299763332.0,94762550365.0
Trong đó:Dã khấu hao hết,Số đầu năm- Mua trong năm- Phân loại sang bắt động sản đầu tư(Thuyết minh số 15)- Giảm do bán công ty con > Trong đó:Dã khấu hao hết,Trong đó:Dã khấu hao hết,-,284.918.181,-,1.701.282.723,1.986.200.904,,284918181.0,,1701282723.0,1986200904.0
Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,,,,,
Số đầu năm- Khấu hao trong năm- Phân loại sang bắt động sản đầu tư(Thuyết minh số 15)- Giảm do bán công ty con,Số đầu năm- Khấu hao trong năm- Phân loại sang bắt động sản đầu tư(Thuyết minh số 15)- Giảm do bán công ty con,Số đầu năm- Khấu hao trong năm- Phân loại sang bắt động sản đầu tư(Thuyết minh số 15)- Giảm do bán công ty con,(8.824.060.616) (3.486.530.556)3.982.394.4032.895.737.106,(4.028.675.944) (1.425.574.869)2.164.481.506138.310.306,(10.510.899.507) (2.937.622.074)-439.179.348,(1.721.974.674) (579.907.823)-254.512.792,(25.085.610.741) (8.429.635.322)6.146.875.9093.727.739.552,,,,,
Số cuối năm,Số đầu năm- Khấu hao trong năm- Phân loại sang bắt động sản đầu tư(Thuyết minh số 15)- Giảm do bán công ty con > Số cuối năm,Số cuối năm,(5.432.459.663),(3.151.459.001),(13.009.342.233),(2.047.369.705),(23.640.630.602),-5432459663.0,-3151459001.0,-13009342233.0,-2047369705.0,-23640630602.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,,,
Số đầu năm,Giá trị còn lại: > Số đầu năm,Số đầu năm,106.614.798.549,15.107.903.755,6.333.508.322,850.391.286,128.906.601.912,106614798549.0,15107903755.0,6333508322.0,850391286.0,128906601912.0
Số cuối năm,Giá trị còn lại: > Số cuối năm,Số cuối năm,58.204.928.934,7.731.975.798,4.932.621.404,252.393.627,71.121.919.763,58204928934.0,7731975798.0,4932621404.0,252393627.0,71121919763.0
