row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm > Giá gốc,Số cuối năm > Dự phòng,Số cuối năm > Giá trị ghi số,Số đầu năm > Giá gốc,Số đầu năm > Dự phòng,Số đầu năm > Giá trị ghi số,numeric__Thuyết minh,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Dự phòng,numeric__Số cuối năm > Giá trị ghi số,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Dự phòng,numeric__Số đầu năm > Giá trị ghi số
"Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết",18.1,474.097.005.719,-,474.097.005.719,51.902.886.097,-,51.902.886.097,181.0,474097005719.0,,474097005719.0,51902886097.0,,51902886097.0
- Công ty ĐT và KD BDS Hải Phát (*),- Công ty ĐT và KD BDS Hải Phát (*),- Công ty ĐT và KD BDS Hải Phát (*),,419.534.119.622,-,419.534.119.622,-,-,-,,419534119622.0,,419534119622.0,,,
- Công ty TNHH BT Hà Đông,- Công ty TNHH BT Hà Đông,- Công ty TNHH BT Hà Đông,,54.562.886.097,-,54.562.886.097,51.902.886.097,-,51.902.886.097,,54562886097.0,,54562886097.0,51902886097.0,,51902886097.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,18.2,303.625.000.000,-,303.625.000.000,273.625.000.000,-,273.625.000.000,182.0,303625000000.0,,303625000000.0,273625000000.0,,273625000000.0
- Công ty Hải Phát Thủ Đô,- Công ty Hải Phát Thủ Đô,- Công ty Hải Phát Thủ Đô,,190.080.000.000,-,190.080.000.000,160.080.000.000,-,160.080.000.000,,190080000000.0,,190080000000.0,160080000000.0,,160080000000.0
- Cienco 5,- Cienco 5,- Cienco 5,,113.545.000.000,-,113.545.000.000,113.545.000.000,-,113.545.000.000,,113545000000.0,,113545000000.0,113545000000.0,,113545000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,777.722.005.719,-,777.722.005.719,325.527.886.097,-,325.527.886.097,,777722005719.0,,777722005719.0,325527886097.0,,325527886097.0
