row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Đơn vị tính: VND > Năm nay,Đơn vị tính: VND > Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: VND > Năm nay,numeric__Đơn vị tính: VND > Năm trước
Ông Đỗ Quý Chiến,Ông Đỗ Quý Chiến,Ông Đỗ Quý Chiến,Bên liên quan của Chủ tịch HĐQT,Phải thu từ chuyển nhượng bất động sản,6.467.101.920,-,,,6467101920.0,
Ông Đỗ Quý Chiến,Ông Đỗ Quý Chiến,Ông Đỗ Quý Chiến,Bên liên quan của Chủ tịch HĐQT,Tiền thu từ chuyển nhượng bất động sản,3.000.000.000,-,,,3000000000.0,
Ông Đỗ Quý Thành,Ông Đỗ Quý Thành,Ông Đỗ Quý Thành,Bên liên quan của Chủ tịch HĐQT,Nhận tiền hợp đồng cung cấp dịch vụ,1.800.000.000,-,,,1800000000.0,
Ông Lê Thanh Hải,Ông Lê Thanh Hải,Ông Lê Thanh Hải,Thành viên quản lý chủ chốt của công ty con,Cho vay,277.577.799.600,-,,,277577799600.0,
Ông Lê Thanh Hải,Ông Lê Thanh Hải,Ông Lê Thanh Hải,Thành viên quản lý chủ chốt của công ty con,Lãi vay phải thu,15.029.510.365,-,,,15029510365.0,
Ông Lê Thanh Hải,Ông Lê Thanh Hải,Ông Lê Thanh Hải,Thành viên quản lý chủ chốt của công ty con,Lãi vay đã thu,9.911.248.019,-,,,9911248019.0,
Ông Lê Thanh Hải,Ông Lê Thanh Hải,Ông Lê Thanh Hải,Thành viên quản lý chủ chốt của công ty con,Nhận đặt cọc dự án,1.621.218.182,-,,,1621218182.0,
Ông Lê Thanh Hải,Ông Lê Thanh Hải,Ông Lê Thanh Hải,Thành viên quản lý chủ chốt của công ty con,Chuyển tiền đặt cọc,355.275.600.000,-,,,355275600000.0,
Ông Lại Quốc Thắng,Ông Lại Quốc Thắng,Ông Lại Quốc Thắng,Thành viên quản lý chủ chốt của công ty con,Hoàn trả tiền vay,35.000.000.000,-,,,35000000000.0,
Ông Lại Quốc Thắng,Ông Lại Quốc Thắng,Ông Lại Quốc Thắng,Thành viên quản lý chủ chốt của công ty con,Lãi vay đã trả,221.506.849,-,,,221506849.0,
Ông Lại Quốc Thắng,Ông Lại Quốc Thắng,Ông Lại Quốc Thắng,Thành viên quản lý chủ chốt của công ty con,Nhận tiền cọc dự án,1.640.909.091,-,,,1640909091.0,
Ông Lại Quốc Thắng,Ông Lại Quốc Thắng,Ông Lại Quốc Thắng,Thành viên quản lý chủ chốt của công ty con,Nhận tiền vay,12.000.000.000,-,,,12000000000.0,
Ông Lại Quốc Thắng,Ông Lại Quốc Thắng,Ông Lại Quốc Thắng,Thành viên quản lý chủ chốt của công ty con,Trả gốc vay,2.000.000.000,-,,,2000000000.0,
Bà Nguyễn Thị Thu Hương,Bà Nguyễn Thị Thu Hương,Bà Nguyễn Thị Thu Hương,Cá nhân liên quan của thành viên chủ chốt,Phải thu tiền chuyển nhượng cổ phần,-,20.000.000.000,,,,20000000000.0
Bà Nguyễn Thị Thu Hương,Bà Nguyễn Thị Thu Hương,Bà Nguyễn Thị Thu Hương,Cá nhân liên quan của thành viên chủ chốt,Tiền chuyển nhượng cổ phần đã thu,-,20.000.000.000,,,,20000000000.0
