row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND,numeric__Năm nay,numeric__Đơn vị tính: VND
Tổng lợi nhuận kế toán trước thuế:,Tổng lợi nhuận kế toán trước thuế:,Tổng lợi nhuận kế toán trước thuế:,405.049.551.222,144.665.647.010,405049551222.0,144665647010.0
Thuế TNDN theo thuế suất áp dụng cho Nhóm Công ty Ảnh hưởng của các điều chỉnh:,Thuế TNDN theo thuế suất áp dụng cho Nhóm Công ty Ảnh hưởng của các điều chỉnh:,Thuế TNDN theo thuế suất áp dụng cho Nhóm Công ty Ảnh hưởng của các điều chỉnh:,81.009.910.244,28.933.129.402,81009910244.0,28933129402.0
Chi phí phát triển đất và xây dựng không được khấu trừ,Chi phí phát triển đất và xây dựng không được khấu trừ,Chi phí phát triển đất và xây dựng không được khấu trừ,9.060.201.592,16.653.402.261,9060201592.0,16653402261.0
Ảnh hưởng Nghị định 132/2020/NĐ-CP,Ảnh hưởng Nghị định 132/2020/NĐ-CP,Ảnh hưởng Nghị định 132/2020/NĐ-CP,13.353.502.080,2.591.567.116,13353502080.0,2591567116.0
Thuế TNDN trích thiếu năm trước,Thuế TNDN trích thiếu năm trước,Thuế TNDN trích thiếu năm trước,282.730.412,1.286.695.438,282730412.0,1286695438.0
"Ảnh hưởng các giao dịch mua bán, chuyển nhượng cổ phần trên báo cáo tài chính hợp nhất","Ảnh hưởng các giao dịch mua bán, chuyển nhượng cổ phần trên báo cáo tài chính hợp nhất","Ảnh hưởng các giao dịch mua bán, chuyển nhượng cổ phần trên báo cáo tài chính hợp nhất",12.469.158.364,216.260.408,12469158364.0,216260408.0
Phần lỗ/(lãi) trong các công ty liên kết,Phần lỗ/(lãi) trong các công ty liên kết,Phần lỗ/(lãi) trong các công ty liên kết,-,177.841.293,,177841293.0
Chi phí không được khấu trừ khác,Chi phí không được khấu trừ khác,Chi phí không được khấu trừ khác,3.061.849.121,2.181.074.768,3061849121.0,2181074768.0
Lợi nhuận năm nay đã được tính thuế từ năm trước,Lợi nhuận năm nay đã được tính thuế từ năm trước,Lợi nhuận năm nay đã được tính thuế từ năm trước,-,(2.853.712.794),,-2853712794.0
Ảnh hưởng của các mức thuế suất khác nhau,Ảnh hưởng của các mức thuế suất khác nhau,Ảnh hưởng của các mức thuế suất khác nhau,-,(1.397.068.586),,-1397068586.0
Thuế TNDN được giảm,Thuế TNDN được giảm,Thuế TNDN được giảm,-,(541.180.045),,-541180045.0
Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,-,(193.841.462),,-193841462.0
Lỗ của các công ty con chưa được ghi nhận là tài sản thuế hoãn lại,Lỗ của các công ty con chưa được ghi nhận là tài sản thuế hoãn lại,Lỗ của các công ty con chưa được ghi nhận là tài sản thuế hoãn lại,63.946.759,-,63946759.0,
Chi phí thuế TNDN,Chi phí thuế TNDN,Chi phí thuế TNDN,119.301.298.572,47.054.167.799,119301298572.0,47054167799.0
