row_label_raw,row_label_full,Số đầu năm,Năm nay > 398.000.430.464,Đơn vị tính: VND > Năm trước > 38.062.327.941,numeric__Năm nay > 398.000.430.464,numeric__Đơn vị tính: VND > Năm trước > 38.062.327.941
Giảm do bán công ty con mất quyền kiểm soát và trở thành công ty liên kết,Giảm do bán công ty con mất quyền kiểm soát và trở thành công ty liên kết,Giảm do bán công ty con mất quyền kiểm soát và trở thành công ty liên kết,(208.330.530.689),-,-208330530689.0,
Giảm do giảm tỷ lệ sở hữu trong công ty con,Giảm do giảm tỷ lệ sở hữu trong công ty con,Giảm do giảm tỷ lệ sở hữu trong công ty con,(578.443.053),(7.155.690.655),-578443053.0,-7155690655.0
Tăng do chuyển nhượng công ty con không mất quyền kiểm soát,Tăng do chuyển nhượng công ty con không mất quyền kiểm soát,Tăng do chuyển nhượng công ty con không mất quyền kiểm soát,-,369.425.385.192,,369425385192.0
"Trích quỹ và thù lao HĐQT, BKS","Trích quỹ và thù lao HĐQT, BKS","Trích quỹ và thù lao HĐQT, BKS",(390.005.116),(258.315.648),-390005116.0,-258315648.0
Cổ tức được chia,Cổ tức được chia,Cổ tức được chia,(26.643.195.601),(7.391.433.189),-26643195601.0,-7391433189.0
Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,35.829.565.250,5.318.156.823,35829565250.0,5318156823.0
Số cuối năm,Số cuối năm,Số cuối năm,197.887.821.255,398.000.430.464,197887821255.0,398000430464.0
