row_label_raw,row_label_full,Đơn vị tư vấn phát hành > Ngân hàng TNHH IndovinaTrong đó:Trái phiếu dài hạn đến hạn trả,Ngày 31 tháng 12 năm 2021 (VND) > 300.000.000.000,Kỳ hạn trả gốc và lãi > Gốc được trả một lần vào ngày đáo hạn là ngày 1 tháng 12 năm 2022. Lãi vay được trả 6 tháng/lần.,"Lãi suất > 8,8%",Tài sân đảm bảo > (ix),numeric__Ngày 31 tháng 12 năm 2021 (VND) > 300.000.000.000,numeric__Kỳ hạn trả gốc và lãi > Gốc được trả một lần vào ngày đáo hạn là ngày 1 tháng 12 năm 2022. Lãi vay được trả 6 tháng/lần.,"numeric__Lãi suất > 8,8%",numeric__Tài sân đảm bảo > (ix)
Ngân hàng TNHH IndovinaTrong đó:Trái phiếu dài hạn đến hạn trả,Ngân hàng TNHH IndovinaTrong đó:Trái phiếu dài hạn đến hạn trả,Ngân hàng TNHH IndovinaTrong đó:Trái phiếu dài hạn đến hạn trả,300.000.000.000,,,,300000000000.0,,,
Công ty Cổ phần Chứng Khoán Smart Invest,Công ty Cổ phần Chứng Khoán Smart Invest,Công ty Cổ phần Chứng Khoán Smart Invest,300.000.000.000,Gốc được trả một lần vào ngày đáo hạn là ngày 31 tháng 12 năm 2024. Lãi vay được trả 6 tháng/lần.,11%,(x),300000000000.0,,0.11,
Công ty Cổ phần Chứng khoán Ngân hàngCông thương Việt NamTrong đó:Trái phiếu dài hạn đến hạn trả,Công ty Cổ phần Chứng khoán Ngân hàngCông thương Việt NamTrong đó:Trái phiếu dài hạn đến hạn trả,Công ty Cổ phần Chứng khoán Ngân hàngCông thương Việt NamTrong đó:Trái phiếu dài hạn đến hạn trả,398.010.958.904,Gốc được trả một lần vào ngày đáo hạn là ngày 31 tháng 8 năm 2022. Lãi vay được trả 6 tháng/lần.,10%,(xi),398010958904.0,,0.1,
Công ty Cổ phần Chứng khoán Ngân hàngCông thương Việt NamTrong đó:Trái phiếu dài hạn đến hạn trả,Công ty Cổ phần Chứng khoán Ngân hàngCông thương Việt NamTrong đó:Trái phiếu dài hạn đến hạn trả,Công ty Cổ phần Chứng khoán Ngân hàngCông thương Việt NamTrong đó:Trái phiếu dài hạn đến hạn trả,398.010.958.904,,,,398010958904.0,,,
Công ty Cổ phần chứng khoán MBTrong đó:Trái phiếu dài hạn đến hạn trả,Công ty Cổ phần chứng khoán MBTrong đó:Trái phiếu dài hạn đến hạn trả,Công ty Cổ phần chứng khoán MBTrong đó:Trái phiếu dài hạn đến hạn trả,622.391.978.121,Gốc được trả theo lịch trả nợ với lần trả nợ cuối cùng vào ngày 5 tháng 5 năm 2024. Lãi vay được trả 3 tháng/lần.,"10,1%",(xii),622391978121.0,,0.10099999999999999,
Công ty Cổ phần chứng khoán MBTrong đó:Trái phiếu dài hạn đến hạn trả,Công ty Cổ phần chứng khoán MBTrong đó:Trái phiếu dài hạn đến hạn trả,Công ty Cổ phần chứng khoán MBTrong đó:Trái phiếu dài hạn đến hạn trả,243.361.349.134,,,,243361349134.0,,,
Công ty Cổ phần Chứng khoán Ngân hàngCông thương Việt NamTrong đó:Trái phiếu dài hạn đến hạn trả,Công ty Cổ phần Chứng khoán Ngân hàngCông thương Việt NamTrong đó:Trái phiếu dài hạn đến hạn trả,Công ty Cổ phần Chứng khoán Ngân hàngCông thương Việt NamTrong đó:Trái phiếu dài hạn đến hạn trả,100.000.000.000,Gốc được trả một lần vào ngày đáo hạn là ngày 17 tháng 11 năm 2022. Lãi vay được trả 3 tháng/lần.,11%,(xiii),100000000000.0,,0.11,
Công ty Cổ phần Chứng khoán Ngân hàngCông thương Việt NamTrong đó:Trái phiếu dài hạn đến hạn trả,Công ty Cổ phần Chứng khoán Ngân hàngCông thương Việt NamTrong đó:Trái phiếu dài hạn đến hạn trả,Công ty Cổ phần Chứng khoán Ngân hàngCông thương Việt NamTrong đó:Trái phiếu dài hạn đến hạn trả,100.000.000.000,,,,100000000000.0,,,
