row_label_raw,row_label_full,Năm nay > Số đầu năm > - Cổ tức bằng cổ phiếu(Thuyết minh số 26.4),Vốn cổ phần đã góp > Năm nay > 2.644.945.820.000 > 396.739.990.000,Thặng dư vốn cổ phần > Năm nay > 60.986.800.000 > -,Quỹ khác > Năm nay > 580.012.025 > -,Lợi nhuận sau thuế chưa phân phối > Năm nay > 516.430.308.503 > (396.739.990.000),Lợi ích cổ đông không kiểm soát > Năm nay > 398.000.430.464 > -,Đơn vị tính: VND > Năm nay > 3.620.943.370.992 > -,numeric__Vốn cổ phần đã góp > Năm nay > 2.644.945.820.000 > 396.739.990.000,numeric__Thặng dư vốn cổ phần > Năm nay > 60.986.800.000 > -,numeric__Quỹ khác > Năm nay > 580.012.025 > -,numeric__Lợi nhuận sau thuế chưa phân phối > Năm nay > 516.430.308.503 > (396.739.990.000),numeric__Lợi ích cổ đông không kiểm soát > Năm nay > 398.000.430.464 > -,numeric__Đơn vị tính: VND > Năm nay > 3.620.943.370.992 > -
- Chia cổ tức (*),- Chia cổ tức (*),- Chia cổ tức (*),-,-,-,-,(26.643.195.601),(26.643.195.601),,,,,-26643195601.0,-26643195601.0
- Lợi nhuận thuần trong năm,- Lợi nhuận thuần trong năm,- Lợi nhuận thuần trong năm,-,-,-,249.918.687.400,35.829.565.250,285.748.252.650,,,,249918687400.0,35829565250.0,285748252650.0
"- Trích quỹ khen thưởng, phúc lợi (**)","- Trích quỹ khen thưởng, phúc lợi (**)","- Trích quỹ khen thưởng, phúc lợi (**)",-,-,-,(23.317.476.123),(234.630.224),(23.552.106.347),,,,-23317476123.0,-234630224.0,-23552106347.0
- Trích lập quỹ đầu tư phát triển (**),- Trích lập quỹ đầu tư phát triển (**),- Trích lập quỹ đầu tư phát triển (**),-,-,506.467.905,(506.467.905),-,-,,,506467905.0,-506467905.0,,
"- Thù lao HĐQT, BKS (**)","- Thù lao HĐQT, BKS (**)","- Thù lao HĐQT, BKS (**)",-,-,-,(6.704.695.108),(155.374.892),(6.860.070.000),,,,-6704695108.0,-155374892.0,-6860070000.0
- Tăng tỷ lệ sở hữu trong công ty con hiện hữu,- Tăng tỷ lệ sở hữu trong công ty con hiện hữu,- Tăng tỷ lệ sở hữu trong công ty con hiện hữu,-,-,-,578.443.053,(578.443.053),-,,,,578443053.0,-578443053.0,
- Giảm tỷ lệ sở hữu từ công ty con thành công ty liên kết (Thuyết minh số 4.1),- Giảm tỷ lệ sở hữu từ công ty con thành công ty liên kết (Thuyết minh số 4.1),- Giảm tỷ lệ sở hữu từ công ty con thành công ty liên kết (Thuyết minh số 4.1),-,-,-,(114.557.478.551),(208.330.530.689),(322.888.009.240),,,,-114557478551.0,-208330530689.0,-322888009240.0
Số cuối năm,Số cuối năm,Số cuối năm,3.041.685.810.000,60.986.800.000,1.086.479.930,225.101.331.269,197.887.821.255,3.526.748.242.454,3041685810000.0,60986800000.0,1086479930.0,225101331269.0,197887821255.0,3526748242454.0
