row_label_raw,row_label_full,"Giá trị rủi ro của danh mục cổ phiếu niêm yết tại ngày 31 tháng 12 năm 2024 > Giá trị số sách > Giá trị thị trường > VaR (95%, 1 ngày)",HOSE > 164.580.567.460 > 425.861.818.300 > (13.788.372.569),HNX > 69.901.560.000 > 366.503.486.100 > (7.924.251.544),Tổng cộng > 234.482.127.460 > 792.365.304.400 > (21.712.624.113),numeric__HOSE > 164.580.567.460 > 425.861.818.300 > (13.788.372.569),numeric__HNX > 69.901.560.000 > 366.503.486.100 > (7.924.251.544),numeric__Tổng cộng > 234.482.127.460 > 792.365.304.400 > (21.712.624.113)
Mức độ đa dạng hóa VaR (95%),Mức độ đa dạng hóa VaR (95%),Mức độ đa dạng hóa VaR (95%),332.278.478,-,332.278.478,332278478.0,,332278478.0
"VaR (95%, 1 tuần)","VaR (95%, 1 tuần)","VaR (95%, 1 tuần)",(30.831.738.364),(17.719.165.123),(48.550.903.487),-30831738364.0,-17719165123.0,-48550903487.0
"VaR (95%, 1 tháng)","VaR (95%, 1 tháng)","VaR (95%, 1 tháng)",(64.673.200.002),(37.168.034.326),(101.841.234.328),-64673200002.0,-37168034326.0,-101841234328.0
"VaR (95%, 1 năm)","VaR (95%, 1 năm)","VaR (95%, 1 năm)",(218.883.628.818),(125.793.593.468),(344.677.222.286),-218883628818.0,-125793593468.0,-344677222286.0
