row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2024,Ngày 31 tháng 12năm 2023,numeric__Ngày 31 tháng 12năm 2024,numeric__Ngày 31 tháng 12năm 2023
Ngoai tệ (USD),Ngoai tệ (USD),Ngoai tệ (USD),"8.953,95","8.953,95",8953.95,8953.95
"Lãi tiền gửi, trái phiếu dự thu theo hợp đồng (VND)","Lãi tiền gửi, trái phiếu dự thu theo hợp đồng (VND)","Lãi tiền gửi, trái phiếu dự thu theo hợp đồng (VND)",648.210.884.674,616.953.214.120,648210884674.0,616953214120.0
