row_label_raw,row_label_full,VAY VÀ NỘ THUÊ TÀI CHÍNH,VAY VÀ NỘ THUÊ TÀI CHÍNH_1,VAY VÀ NỘ THUÊ TÀI CHÍNH_2,VAY VÀ NỘ THUÊ TÀI CHÍNH_3,VAY VÀ NỘ THUÊ TÀI CHÍNH_4,VAY VÀ NỘ THUÊ TÀI CHÍNH_5,VAY VÀ NỘ THUÊ TÀI CHÍNH_6,numeric__VAY VÀ NỘ THUÊ TÀI CHÍNH_1,numeric__VAY VÀ NỘ THUÊ TÀI CHÍNH_2,numeric__VAY VÀ NỘ THUÊ TÀI CHÍNH_3,numeric__VAY VÀ NỘ THUÊ TÀI CHÍNH_4,numeric__VAY VÀ NỘ THUÊ TÀI CHÍNH_5,numeric__VAY VÀ NỘ THUÊ TÀI CHÍNH_6
,,,Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2024,Ngày 31 tháng 12 năm 2024,,,,,,
,,,Giá trị VND,Số có khả năng trả nợ VND,Tăng VND,Giảm VND,Giá trị VND,Số có khả năng trả nợ VND,,,,,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,,,,,
Vay ngân hàng dài hạn đến hạn trả,Ngắn hạn > Vay ngân hàng dài hạn đến hạn trả,Vay ngân hàng dài hạn đến hạn trả,13.393.031.500,13.393.031.500,1.386.080.000,(13.101.124.500),1.677.987.000,1.677.987.000,13393031500.0,13393031500.0,1386080000.0,-13101124500.0,1677987000.0,1677987000.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,,,,,
Vay ngân hàng,Dài hạn > Vay ngân hàng,Vay ngân hàng,1.386.080.000,1.386.080.000,-,(1.386.080.000),-,-,1386080000.0,1386080000.0,,-1386080000.0,,
TỔNG CỘNG (*),Dài hạn > TỔNG CỘNG (*),TỔNG CỘNG (*),14.779.111.500,14.779.111.500,1.386.080.000,(14.487.204.500),1.677.987.000,1.677.987.000,14779111500.0,14779111500.0,1386080000.0,-14487204500.0,1677987000.0,1677987000.0
