row_label_raw,row_label_full,col_0,Ngày 31 tháng 12 năm > 2023VND,Ngày 31 tháng 12 năm > Số tăng trong nămVND,Ngày 31 tháng 12 năm > Số đã sử dụng trong nămVND,Ngày 31 tháng 12 năm > 2024VND,numeric__Ngày 31 tháng 12 năm > 2023VND,numeric__Ngày 31 tháng 12 năm > Số tăng trong nămVND,numeric__Ngày 31 tháng 12 năm > Số đã sử dụng trong nămVND,numeric__Ngày 31 tháng 12 năm > 2024VND
Quỹ khen thưởng,Quỹ khen thưởng,Quỹ khen thưởng,4.459.934.834,24.187.556.080,(23.158.881.246),5.488.609.668,4459934834.0,24187556080.0,-23158881246.0,5488609668.0
Quỹ phúc lợi,Quỹ phúc lợi,Quỹ phúc lợi,17.286.017.597,12.000.000.000,(14.381.800.000),14.904.217.597,17286017597.0,12000000000.0,-14381800000.0,14904217597.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,21.745.952.431,36.187.556.080,(37.540.681.246),20.392.827.265,21745952431.0,36187556080.0,-37540681246.0,20392827265.0
