row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Ngày 31 tháng 12 năm 2024,Ngày 31 tháng 12 năm 2023 (trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2024,numeric__Ngày 31 tháng 12 năm 2023 (trình bày lại)
100,100,100,A. TÀI SẢN NGẮN HẠN,,4.622.673.138.468,4.142.089.901.102,,,4622673138468.0,4142089901102.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,121.632.333.139,2.755.478.660.198,,5.0,121632333139.0,2755478660198.0
111,111,111,1. Tiền,,71.632.333.139,32.478.660.198,,,71632333139.0,32478660198.0
112,112,112,2. Các khoản tương đương tiền,,50.000.000.000,2.723.000.000.000,,,50000000000.0,2723000000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,2.665.063.124.199,62.063.124.199,,,2665063124199.0,62063124199.0
121,121,121,1. Chứng khoán kinh doanh,6.1,62.063.124.199,62.063.124.199,,61.0,62063124199.0,62063124199.0
123,123,123,2. Đầu tư nắm giữ đến ngày đáo hạn,6.2,2.603.000.000.000,-,,62.0,2603000000000.0,
130,130,130,III. Các khoản phải thu ngắn hạn,7,1.809.087.200.543,1.277.253.892.637,,7.0,1809087200543.0,1277253892637.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,,1.794.993.852.490,1.271.454:211.831,,,1794993852490.0,
132,132,132,2. Trả trước cho người bán ngắn hạn,,9.090.746.559,667.940.000,,,9090746559.0,667940000.0
136,136,136,3. Phải thu ngắn hạn khác,,5.002.601.494,5.131.740.806,,,5002601494.0,5131740806.0
150,150,150,IV. Tài sản ngắn hạn khác,,26.890.480.587,47.294.224.068,,,26890480587.0,47294224068.0
151,151,151,1. Chi phí trả trước ngắn hạn,8,22.040.189.531,18.436.466.372,,8.0,22040189531.0,18436466372.0
152,152,152,2. Thuế GTGT được khấu trừ,15,-,24.051.688.981,,15.0,,24051688981.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,15,4.799.193.856,4.806.068.715,,15.0,4799193856.0,4806068715.0
155,155,155,4. Tài sản ngắn hạn khác,,51.097.200,-,,,51097200.0,
200,200,200,B. TÀI SẢN DÀI HẠN,,13.643.015.884.836,13.729.543.835.377,,,13643015884836.0,13729543835377.0
220,220,220,I. Tài sản cố định,,524.915.242.838,479.205.638.858,,,524915242838.0,479205638858.0
221,221,221,1. Tài sản cố định hữu hình,9,115.858.732.963,233.576.363.265,,9.0,115858732963.0,233576363265.0
222,222,222,Nguyên giá,,679.523.453.628,883.566.549.497,,,679523453628.0,883566549497.0
223,223,223,Giá trị khấu hao lũy kế,,(563.664.720.665),(649.990.186.232),,,-563664720665.0,-649990186232.0
227,227,227,2. Tài sản cố định vô hình,10,409.056.509.875,245.629.275.593,,10.0,409056509875.0,245629275593.0
228,228,228,Nguyên giá,,823.882.924.394,569.606.387.531,,,823882924394.0,569606387531.0
229,229,229,Giá trị hao mòn lũy kế,,(414.826.414.519),(323.977.111.938),,,-414826414519.0,-323977111938.0
230,230,230,II. Bất động sản đầu tư,11,105.715.275.663,-,,11.0,105715275663.0,
231,231,231,1. Nguyên giá,,238.924.536.904,-,,,238924536904.0,
232,232,232,2. Giá trị hao mòn lũy kế,,(133.209.261.241),-,,,-133209261241.0,
240,240,240,III. Tài sản dở dang dài hạn,,25.988.694.226,267.863.654.445,,,25988694226.0,267863654445.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,12,25.988.694.226,267.863.654.445,,12.0,25988694226.0,267863654445.0
250,250,250,IV. Đầu tư tài chính dài hạn,,12.975.695.039.458,12.971.165.872.235,,,12975695039458.0,12971165872235.0
251,251,251,1. Đầu tư vào công ty con và BVIF,6.3,10.352.286.148.720,10.352.286.148.720,,63.0,10352286148720.0,10352286148720.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",6.3,2.138.200.000.000,2.138.200.000.000,,63.0,2138200000000.0,2138200000000.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,6.3,521.335.637.261,521.335.637.261,,63.0,521335637261.0,521335637261.0
254,254,254,4. Dự phòng đầu tư tài chính dài hạn,,(36.126.746.523),(40.655.913.746),,,-36126746523.0,-40655913746.0
260,260,260,V. Tài sản dài hạn khác,,10.701.632.651,11.308.669.839,,,10701632651.0,11308669839.0
261,261,261,1. Chi phí trả trước dài hạn,8,10.701.632.651,11.308.669.839,,8.0,10701632651.0,11308669839.0
270,270,270,TỔNG CỘNG TÀI SẢN,,18.265.689.023.304,17.871.633.736.479,,,18265689023304.0,17871633736479.0
