row_label_raw,row_label_full,col_0,Năm 2024VND,numeric__Năm 2024VND
Thù lao của thành viên Hội đồng Quản trị,Thù lao của thành viên Hội đồng Quản trị,Thù lao của thành viên Hội đồng Quản trị,Thù lao của thành viên Hội đồng Quản trị,
Bà Trần Thị Diệu Hằng(*),Thù lao của thành viên Hội đồng Quản trị > Bà Trần Thị Diệu Hằng(*),Bà Trần Thị Diệu Hằng(*),217.333.333,217333333.0
Bà Thân Hiền Anh,Thù lao của thành viên Hội đồng Quản trị > Bà Thân Hiền Anh,Bà Thân Hiền Anh,2.580.645,2580645.0
Ông Nguyễn Xuân Việt,Thù lao của thành viên Hội đồng Quản trị > Ông Nguyễn Xuân Việt,Ông Nguyễn Xuân Việt,240.000.000,240000000.0
Ông Nguyễn Đình An(**),Thù lao của thành viên Hội đồng Quản trị > Ông Nguyễn Đình An(**),Ông Nguyễn Đình An(**),217.333.333,217333333.0
Ông Nguyễn Quang Phi,Thù lao của thành viên Hội đồng Quản trị > Ông Nguyễn Quang Phi,Ông Nguyễn Quang Phi,3.870.968,3870968.0
Ông Nguyễn Thừa Nhật,Thù lao của thành viên Hội đồng Quản trị > Ông Nguyễn Thừa Nhật,Ông Nguyễn Thừa Nhật,3.870.968,3870968.0
Ông Arai Kazuhiko,Thù lao của thành viên Hội đồng Quản trị > Ông Arai Kazuhiko,Ông Arai Kazuhiko,236.129.032,236129032.0
Ông Inami Ryota,Thù lao của thành viên Hội đồng Quản trị > Ông Inami Ryota,Ông Inami Ryota,240.000.000,240000000.0
Ông Igarashi Takafumi,Thù lao của thành viên Hội đồng Quản trị > Ông Igarashi Takafumi,Ông Igarashi Takafumi,3.870.968,3870968.0
Bà Ngô Thị Thu Trang,Thù lao của thành viên Hội đồng Quản trị > Bà Ngô Thị Thu Trang,Bà Ngô Thị Thu Trang,3.870.968,3870968.0
Ông Dương Trí Thành,Thù lao của thành viên Hội đồng Quản trị > Ông Dương Trí Thành,Ông Dương Trí Thành,3.870.968,3870968.0
Ông Trịnh Hồng Quang,Thù lao của thành viên Hội đồng Quản trị > Ông Trịnh Hồng Quang,Ông Trịnh Hồng Quang,3.870.968,3870968.0
