row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2024VND,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2023(trình bày lại)VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2024VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2023(trình bày lại)VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,1.180.182.814.370,1.121.308.314.972,1180182814370.0,1121308314972.0
"Các khoản điều chỉnh giảm:- Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia- Lãi chênh lệch tỷ giá chưa thực hiện","Các khoản điều chỉnh giảm:- Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia- Lãi chênh lệch tỷ giá chưa thực hiện","Các khoản điều chỉnh giảm:- Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia- Lãi chênh lệch tỷ giá chưa thực hiện",(1.231.677.263.281)(10.744.740),(1.098.480.146.036)(5.596.219),,
Các khoản điều chỉnh tăng:- Chi phí không được khấu trừ thuế,"Các khoản điều chỉnh giảm:- Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia- Lãi chênh lệch tỷ giá chưa thực hiện > Các khoản điều chỉnh tăng:- Chi phí không được khấu trừ thuế",Các khoản điều chỉnh tăng:- Chi phí không được khấu trừ thuế,2.083.332.488,3.064.039.146,2083332488.0,3064039146.0
Thu nhập chịu thuế ước tính trong năm (*),"Các khoản điều chỉnh giảm:- Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia- Lãi chênh lệch tỷ giá chưa thực hiện > Thu nhập chịu thuế ước tính trong năm (*)",Thu nhập chịu thuế ước tính trong năm (*),(49.421.861.163),25.886.611.863,-49421861163.0,25886611863.0
Thuế suất thuế thu nhập doanh nghiệp,"Các khoản điều chỉnh giảm:- Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia- Lãi chênh lệch tỷ giá chưa thực hiện > Thuế suất thuế thu nhập doanh nghiệp",Thuế suất thuế thu nhập doanh nghiệp,20%,20%,0.2,0.2
Thuế TNDN phải trả ước tính trên thu nhập chịu thuế,"Các khoản điều chỉnh giảm:- Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia- Lãi chênh lệch tỷ giá chưa thực hiện > Thuế TNDN phải trả ước tính trên thu nhập chịu thuế",Thuế TNDN phải trả ước tính trên thu nhập chịu thuế,-,5.177.322.373,,5177322373.0
Thuế TNDN (phải thu)/phải trả đầu năm,"Các khoản điều chỉnh giảm:- Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia- Lãi chênh lệch tỷ giá chưa thực hiện > Thuế TNDN (phải thu)/phải trả đầu năm",Thuế TNDN (phải thu)/phải trả đầu năm,(4.788.139.706),4.334.537.921,-4788139706.0,4334537921.0
Thuế TNDN đã trả trong năm,"Các khoản điều chỉnh giảm:- Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia- Lãi chênh lệch tỷ giá chưa thực hiện > Thuế TNDN đã trả trong năm",Thuế TNDN đã trả trong năm,-,(14.300.000.000),,-14300000000.0
Thuế TNDN phải thu cuối năm,"Các khoản điều chỉnh giảm:- Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia- Lãi chênh lệch tỷ giá chưa thực hiện > Thuế TNDN phải thu cuối năm",Thuế TNDN phải thu cuối năm,(4.788.139.706),(4.788.139.706),-4788139706.0,-4788139706.0
