row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023 (trình bày lại),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023 (trình bày lại)
01,01,01,1. Doanh thu hoạt động kinh doanh,22,1.691.959.465.878,1.573.914.036.937,,22.0,1691959465878.0,1573914036937.0
11,11,11,2. Chi phí hoạt động kinh doanh,23,(326.492.727.319),(316.205.300.628),,23.0,-326492727319.0,-316205300628.0
20,20,20,3. Lợi nhuận gộp từ hoạt động kinh doanh,,1.365.466.738.559,1.257.708.736.309,,,1365466738559.0,1257708736309.0
26,26,26,4. Chi phí quản lý doanh nghiệp,24,(185.830.435.327),(136.461.003.723),,24.0,-185830435327.0,-136461003723.0
30,30,30,5. Lợi nhuận thuần từ hoạt động kinh doanh,,1.179.636.303.232,1.121.247.732.586,,,1179636303232.0,1121247732586.0
31,31,31,6. Thu nhập khác,,690.307.089,152.114.957,,,690307089.0,152114957.0
32,32,32,7. Chi phí khác,,(143.795.951),(91.532.571),,,-143795951.0,-91532571.0
40,40,40,8. Lợi nhuận khác,,546.511.138,60.582.386,,,546511138.0,60582386.0
50,50,50,9. Tổng lợi nhuận kế toán trước thuế,,1.180.182.814.370,1.121.308.314.972,,,1180182814370.0,1121308314972.0
51,51,51,10. Chi phí thuế TNDN hiện hành,25,-,(5.177.322.373),,25.0,,-5177322373.0
60,60,60,11. Lợi nhuận sau thuế thu nhập doanh nghiệp,,1.180.182.814.370,1.116.130.992.599,,,1180182814370.0,1116130992599.0
