row_label_raw,row_label_full,Bên liên quan,Phải thu/(phải trả),Ngày 31 tháng 12năm 2024VND,Ngày 31 tháng 12năm 2023VND,numeric__Phải thu/(phải trả),numeric__Ngày 31 tháng 12năm 2024VND,numeric__Ngày 31 tháng 12năm 2023VND
Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,,,
Sumitomo Life,Cổ đông chiến lược > Sumitomo Life,Sumitomo Life,Phải trả tiền đặt cọc thuêvăn phòng,(44.748.000),(44.748.000),,-44748000.0,-44748000.0
Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,,,
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải thu về lợi nhuận,1.426.198.904.100,838.430.904.100,,1426198904100.0,838430904100.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải thu chi phí CNTT,46.620.337.243,45.868.452.258,,46620337243.0,45868452258.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải thu từ phân bổ chi phíhội,-,675.298.477,,,675298477.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải thu tiền thuê văn phòng,(3.100.000.000),(3.100.000.000),,-3100000000.0,-3100000000.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải trả tiền đặt cọc thuê văn phòng,214.293.200,-,,214293200.0,
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,,(472.263.651),(472.263.651),,-472263651.0,-472263651.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Phải thu về lợi nhuận,170.993.000.000,242.721.000.000,,170993000000.0,242721000000.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Phải thu chi phí CNTT,14.694.379.307,13.111.366.607,,14694379307.0,13111366607.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Phải thu từ phân bổ chi phíhội,-,675.298.477,,,675298477.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Phải trả khoản An sinh xã hội,(2.000.000.000),(2.000.000.000),,-2000000000.0,-2000000000.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Phải thu tiền đặt cọc thuê VPvăn phòng,678.580.000,-,,678580000.0,
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,,(743.396.000),(69.916.000),,-743396000.0,-69916000.0
BVF,Công ty con > BVF,BVF,Phải thu về lợi nhuận,66.695.000.000,70.218.000.000,,66695000000.0,70218000000.0
BVF,Công ty con > BVF,BVF,Phải thu chi phí CNTT,405.297.545,393.091.840,,405297545.0,393091840.0
BVF,Công ty con > BVF,BVF,Phải thu khoản An sinh xã hội,2.920.000.000,2.319.960.000,,2920000000.0,2319960000.0
BVF,Công ty con > BVF,BVF,Phải trả tiền đặt cọc thuêvăn phòng,(372.402.800),(372.402.800),,-372402800.0,-372402800.0
BVIF,Công ty con > BVIF,BVIF,Phải thu cổ tức,35.700.000.000,42.000.000.000,,35700000000.0,42000000000.0
