row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2024VND,Ngày 31 tháng 12năm 2023VND,numeric__Ngày 31 tháng 12năm 2024VND,numeric__Ngày 31 tháng 12năm 2023VND
Kinh phí công đoàn,Kinh phí công đoàn,Kinh phí công đoàn,83.155.890,110.337.557,83155890.0,110337557.0
"Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp","Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp","Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp",135.424.877,182.819.092,135424877.0,182819092.0
Kinh phí cho các chương trình An sinh xã hội chở giải ngân (*),Kinh phí cho các chương trình An sinh xã hội chở giải ngân (*),Kinh phí cho các chương trình An sinh xã hội chở giải ngân (*),11.356.224.244,13.167.096.440,11356224244.0,13167096440.0
Phải trả các bên liên quan,Phải trả các bên liên quan,Phải trả các bên liên quan,24.981.708.763,23.802.750.577,24981708763.0,23802750577.0
Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,3.572.263.651,3.572.263.651,3572263651.0,3572263651.0
Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,2.743.396.000,2.069.916.000,2743396000.0,2069916000.0
BVF,BVF,BVF,372.402.800,372.402.800,372402800.0,372402800.0
BVSC,BVSC,BVSC,897.022.170,1.320.907.170,897022170.0,1320907170.0
BVInvest,BVInvest,BVInvest,16.932.736.542,16.003.373.356,16932736542.0,16003373356.0
Bảo Việt Bank,Bảo Việt Bank,Bảo Việt Bank,419.139.600,419.139.600,419139600.0,419139600.0
Sumitomo Life,Sumitomo Life,Sumitomo Life,44.748.000,44.748.000,44748000.0,44748000.0
Phải trả đối tác theo cam kết góp vốn vào Trung Nam Phú Quốc (**),Phải trả đối tác theo cam kết góp vốn vào Trung Nam Phú Quốc (**),Phải trả đối tác theo cam kết góp vốn vào Trung Nam Phú Quốc (**),34.320.000.000,34.320.000.000,34320000000.0,34320000000.0
Phải trả phải nộp khác,Phải trả phải nộp khác,Phải trả phải nộp khác,2.492.667.337,1.211.428.574,2492667337.0,1211428574.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,73.369.181.111,72.794.432.240,73369181111.0,72794432240.0
