row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2024VND,Ngày 31 tháng 12năm 2023(trình bày lại)VND,numeric__Ngày 31 tháng 12năm 2024VND,numeric__Ngày 31 tháng 12năm 2023(trình bày lại)VND
Phải thu đóng góp an sinh xã hội,Phải thu đóng góp an sinh xã hội,Phải thu đóng góp an sinh xã hội,2.920.000.000,2.319.960.000,2920000000.0,2319960000.0
Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,267.088.232,100.103.394,267088232.0,100103394.0
Phải thu chi phí quảng cáo biển tắm lớn và dự án Siêu thị tài chính (OSS),Phải thu chi phí quảng cáo biển tắm lớn và dự án Siêu thị tài chính (OSS),Phải thu chi phí quảng cáo biển tắm lớn và dự án Siêu thị tài chính (OSS),-,1.350.596.954,,1350596954.0
Phải thu tiền đặt cọc thuê văn phòng của Bảo hiểm Bảo Việt,Phải thu tiền đặt cọc thuê văn phòng của Bảo hiểm Bảo Việt,Phải thu tiền đặt cọc thuê văn phòng của Bảo hiểm Bảo Việt,678.580.000,-,678580000.0,
Phải thu Công đoàn Cơ quan Tập đoàn Bảo Việt,Phải thu Công đoàn Cơ quan Tập đoàn Bảo Việt,Phải thu Công đoàn Cơ quan Tập đoàn Bảo Việt,729.344.400,729.344.400,729344400.0,729344400.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,407.588.862,631.736.058,407588862.0,631736058.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,5.002.601.494,5.131.740.806,5002601494.0,5131740806.0
