row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Ngày 31 tháng 12 năm 2024,Ngày 31 tháng 12 năm 2023 (trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2024,numeric__Ngày 31 tháng 12 năm 2023 (trình bày lại)
300,300,300,C. NỘ PHẢI TRẢ,,194.428.398.593,199.299.013.811,,,194428398593.0,199299013811.0
310,310,310,I. Nợ ngắn hạn,,194.428.398.593,197.912.933.811,,,194428398593.0,197912933811.0
311,311,311,1. Phải trả người bán ngắn hạn,14,18.988.014.958,10.561.393.464,,14.0,18988014958.0,10561393464.0
313,313,313,2. Thuế và các khoản phải nộp Nhà nước,15,5.613.348.278,5.969.018.774,,15.0,5613348278.0,5969018774.0
314,314,314,3. Phải trả người lao động,16,70.508.318.036,71.983.379.969,,16.0,70508318036.0,71983379969.0
315,315,315,4. Chi phí phải trả ngắn hạn,17,3.878.721.945,1.465.725.433,,17.0,3878721945.0,1465725433.0
319,319,319,5. Phải trả ngắn hạn khác,18,73.369.181.111,72.794.432.240,,18.0,73369181111.0,72794432240.0
320,320,320,6. Vay và nợ thuê tài chính ngắn hạn,20,1.677.987.000,13.393.031.500,,20.0,1677987000.0,13393031500.0
322,322,322,"7. Quỹ khen thưởng, phúc lợi",19,20.392.827.265,21.745.952.431,,19.0,20392827265.0,21745952431.0
330,330,330,II. Nợ dài hạn,,-,1.386.080.000,,,,1386080000.0
338,338,338,1. Vay và nợ thuê tài chính dài hạn,20,-,1.386.080.000,,20.0,,1386080000.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,18.071.260.624.711,17.672.334.722.668,,,18071260624711.0,17672334722668.0
410,410,410,I. Vốn chủ sở hữu,21,18.071.260.624.711,17.672.334.722.668,,21.0,18071260624711.0,17672334722668.0
411,411,411,1. Vốn góp của chủ sở hữu,,7.423.227.640.000,7.423.227.640.000,,,7423227640000.0,7423227640000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,7.423.227.640.000,7.423.227.640.000,,,7423227640000.0,7423227640000.0
412,412,412,2. Thắng dư vốn cổ phần,,7.310.458.742.807,7.310.458.742.807,,,7310458742807.0,7310458742807.0
418,418,418,3. Quỹ đầu tư phát triển,,2.157.304.870.704,1.822.475.320.888,,,2157304870704.0,1822475320888.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,,1.180.269.371.200,1.116.173.018.973,,,1180269371200.0,1116173018973.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,86.556.830,42.026.374,,,86556830.0,42026374.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,1.180.182.814.370,1.116.130.992.599,,,1180182814370.0,1116130992599.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,18.265.689.023.304,17.871.633.736.479,,,18265689023304.0,17871633736479.0
