row_label_raw,row_label_full,"Cổ tức đã công bố và đã trả trong nămCổ tức trên cổ phiếu phổ thông(cổ tức cho năm 2023: 1.003,7 VND/cổ phiếu, cổ tức cho năm 2022: 954 VND/cổ phiếu) > Thực hiện Nghị quyết Đại hội đồng cổ đông thường niên năm 2024 ngày 26 tháng 6 năm 2024, Tập đoàn Bảo Việt chi trả cổ tức cho năm tài chính 2023 là 10,037% (1.003,7 VND/cổ phiếu) tính trên vốn điều lệ 7.423.227.640.000 VND, tương đương với số tiền thực tế chi trả là 745.069.356.247 VND. Việc chi trả cổ tức đã được thực hiện vào tháng 12 năm 2024.","Cổ tức đã công bố và đã trả trong nămCổ tức trên cổ phiếu phổ thông(cổ tức cho năm 2023: 1.003,7 VND/cổ phiếu, cổ tức cho năm 2022: 954 VND/cổ phiếu) > Thực hiện Nghị quyết Đại hội đồng cổ đông thường niên năm 2024 ngày 26 tháng 6 năm 2024, Tập đoàn Bảo Việt chi trả cổ tức cho năm tài chính 2023 là 10,037% (1.003,7 VND/cổ phiếu) tính trên vốn điều lệ 7.423.227.640.000 VND, tương đương với số tiền thực tế chi trả là 745.069.356.247 VND. Việc chi trả cổ tức đã được thực hiện vào tháng 12 năm 2024._1","Cho năm tài chính kết thúc ngày 31 tháng12 năm 2024VND > 745.069.356.247 > Thực hiện Nghị quyết Đại hội đồng cổ đông thường niên năm 2024 ngày 26 tháng 6 năm 2024, Tập đoàn Bảo Việt chi trả cổ tức cho năm tài chính 2023 là 10,037% (1.003,7 VND/cổ phiếu) tính trên vốn điều lệ 7.423.227.640.000 VND, tương đương với số tiền thực tế chi trả là 745.069.356.247 VND. Việc chi trả cổ tức đã được thực hiện vào tháng 12 năm 2024.","Cho năm tài chính kết thúc ngày 31 tháng12 năm 2023VND > 708.175.916.856 > Thực hiện Nghị quyết Đại hội đồng cổ đông thường niên năm 2024 ngày 26 tháng 6 năm 2024, Tập đoàn Bảo Việt chi trả cổ tức cho năm tài chính 2023 là 10,037% (1.003,7 VND/cổ phiếu) tính trên vốn điều lệ 7.423.227.640.000 VND, tương đương với số tiền thực tế chi trả là 745.069.356.247 VND. Việc chi trả cổ tức đã được thực hiện vào tháng 12 năm 2024.","numeric__Cổ tức đã công bố và đã trả trong nămCổ tức trên cổ phiếu phổ thông(cổ tức cho năm 2023: 1.003,7 VND/cổ phiếu, cổ tức cho năm 2022: 954 VND/cổ phiếu) > Thực hiện Nghị quyết Đại hội đồng cổ đông thường niên năm 2024 ngày 26 tháng 6 năm 2024, Tập đoàn Bảo Việt chi trả cổ tức cho năm tài chính 2023 là 10,037% (1.003,7 VND/cổ phiếu) tính trên vốn điều lệ 7.423.227.640.000 VND, tương đương với số tiền thực tế chi trả là 745.069.356.247 VND. Việc chi trả cổ tức đã được thực hiện vào tháng 12 năm 2024._1","numeric__Cho năm tài chính kết thúc ngày 31 tháng12 năm 2024VND > 745.069.356.247 > Thực hiện Nghị quyết Đại hội đồng cổ đông thường niên năm 2024 ngày 26 tháng 6 năm 2024, Tập đoàn Bảo Việt chi trả cổ tức cho năm tài chính 2023 là 10,037% (1.003,7 VND/cổ phiếu) tính trên vốn điều lệ 7.423.227.640.000 VND, tương đương với số tiền thực tế chi trả là 745.069.356.247 VND. Việc chi trả cổ tức đã được thực hiện vào tháng 12 năm 2024.","numeric__Cho năm tài chính kết thúc ngày 31 tháng12 năm 2023VND > 708.175.916.856 > Thực hiện Nghị quyết Đại hội đồng cổ đông thường niên năm 2024 ngày 26 tháng 6 năm 2024, Tập đoàn Bảo Việt chi trả cổ tức cho năm tài chính 2023 là 10,037% (1.003,7 VND/cổ phiếu) tính trên vốn điều lệ 7.423.227.640.000 VND, tương đương với số tiền thực tế chi trả là 745.069.356.247 VND. Việc chi trả cổ tức đã được thực hiện vào tháng 12 năm 2024."
21.5 Cổ phiếu,21.5 Cổ phiếu,21.5 Cổ phiếu,21.5 Cổ phiếu,21.5 Cổ phiếu,21.5 Cổ phiếu,,,
,,,Ngày 31 tháng 12 năm 2024,Ngày 31 tháng 12 năm 2024,Ngày 31 tháng 12 năm 2023,,,
,,,Số lượngCổ phiếu,Giá trịVND,Số lượngCổ phiếuGiá trịVND,,,
Cổ phiếu đăng ký phát hành,21.5 Cổ phiếu > Cổ phiếu đăng ký phát hành,Cổ phiếu đăng ký phát hành,742.322.764,7.423.227.640.000,742.322.7647.423.227.640.000,742322764.0,7423227640000.0,7.423227647423228e+21
Cổ phiếu đã bán ra công chúngCổ phiếu phổ thông,21.5 Cổ phiếu > Cổ phiếu đã bán ra công chúngCổ phiếu phổ thông,Cổ phiếu đã bán ra công chúngCổ phiếu phổ thông,742.322.764,7.423.227.640.000,742.322.7647.423.227.640.000,742322764.0,7423227640000.0,7.423227647423228e+21
Cổ phiếu đã bán ra công chúngCổ phiếu phổ thông,21.5 Cổ phiếu > Cổ phiếu đã bán ra công chúngCổ phiếu phổ thông,Cổ phiếu đã bán ra công chúngCổ phiếu phổ thông,742.322.764,7.423.227.640.000,742.322.7647.423.227.640.000,742322764.0,7423227640000.0,7.423227647423228e+21
Cổ phiếu đang lưu hànhCổ phiếu phổ thông,21.5 Cổ phiếu > Cổ phiếu đang lưu hànhCổ phiếu phổ thông,Cổ phiếu đang lưu hànhCổ phiếu phổ thông,742.322.764,7.423.227.640.000,742.322.7647.423.227.640.000,742322764.0,7423227640000.0,7.423227647423228e+21
Cổ phiếu đang lưu hànhCổ phiếu phổ thông,21.5 Cổ phiếu > Cổ phiếu đang lưu hànhCổ phiếu phổ thông,Cổ phiếu đang lưu hànhCổ phiếu phổ thông,742.322.764,7.423.227.640.000,742.322.7647.423.227.640.000,742322764.0,7423227640000.0,7.423227647423228e+21
