row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2024VND,Ngày 31 tháng 12năm 2023VND,numeric__Ngày 31 tháng 12năm 2024VND,numeric__Ngày 31 tháng 12năm 2023VND
Công ty TNHH MTV Đầu tư Bảo Việt,Công ty TNHH MTV Đầu tư Bảo Việt,Công ty TNHH MTV Đầu tư Bảo Việt,1.185.779.735,755.104.082,1185779735.0,755104082.0
Công ty Cổ phần Công nghệ SOTA Việt Nam,Công ty Cổ phần Công nghệ SOTA Việt Nam,Công ty Cổ phần Công nghệ SOTA Việt Nam,1.211.820.400,2.902.848.300,1211820400.0,2902848300.0
Công ty Cổ phần Tập đoàn HiPT,Công ty Cổ phần Tập đoàn HiPT,Công ty Cổ phần Tập đoàn HiPT,3.497.824.440,319.225.500,3497824440.0,319225500.0
Công ty Cổ phần Ứng dụng khoa học và công nghệ MITEC,Công ty Cổ phần Ứng dụng khoa học và công nghệ MITEC,Công ty Cổ phần Ứng dụng khoa học và công nghệ MITEC,3.930.300.000,-,3930300000.0,
Công ty Cổ phần GM Thăng Long,Công ty Cổ phần GM Thăng Long,Công ty Cổ phần GM Thăng Long,1.841.005.103,-,1841005103.0,
Công ty Cổ phần Chứng khoán Bảo Việt,Công ty Cổ phần Chứng khoán Bảo Việt,Công ty Cổ phần Chứng khoán Bảo Việt,150.000.000,-,150000000.0,
Công ty Cổ phần Giải pháp Thông tin,Công ty Cổ phần Giải pháp Thông tin,Công ty Cổ phần Giải pháp Thông tin,-,1.853.400.000,,1853400000.0
Công ty TNHH Xây dựng ECO Việt Nam,Công ty TNHH Xây dựng ECO Việt Nam,Công ty TNHH Xây dựng ECO Việt Nam,-,1.176.525.363,,1176525363.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,7.171.285.280,3.554.290.219,7171285280.0,3554290219.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,18.988.014.958,10.561.393.464,18988014958.0,10561393464.0
