row_label_raw,row_label_full,col_0,Tổng tài sản,Tổng tài sản_1,numeric__Tổng tài sản,numeric__Tổng tài sản_1
,,,31/12/2017VND,1/1/2017VND,,
Việt Nam,Việt Nam,Việt Nam,7.035.314.593.750,6.456.274.478.810,7035314593750.0,6456274478810.0
Bắc Mỹ,Bắc Mỹ,Bắc Mỹ,2.296.142.331.840,1.730.334.403.312,2296142331840.0,1730334403312.0
Nhật Bản,Nhật Bản,Nhật Bản,178.829.728.169,3.206.536.480,178829728169.0,3206536480.0
,,,9.510.286.653.759,8.189.815.418.602,9510286653759.0,8189815418602.0
