row_label_raw,row_label_full,Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \) > Tiền và các khoản tương đương tiền đầu năm,Mã số > 50 > 60,Thuyết minh,2017 VND > 251.804.757.523 > 1.532.279.347.669,2016 VND > 652.882.330.036 > 864.823.486.140,numeric__Mã số > 50 > 60,numeric__Thuyết minh,numeric__2017 VND > 251.804.757.523 > 1.532.279.347.669,numeric__2016 VND > 652.882.330.036 > 864.823.486.140
Ảnh hưởng của thay đổi tỷ giá hối đoái,Ảnh hưởng của thay đổi tỷ giá hối đoái,Ảnh hưởng của thay đổi tỷ giá hối đoái,61,,1.031.472.582,14.573.531.493,61.0,,1031472582.0,14573531493.0
Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),70,5,1.785.115.577.774,1.532.279.347.669,70.0,5.0,1785115577774.0,1532279347669.0
