row_label_raw,row_label_full,col_0,1/1/2017VND,Số đã nộpVND,Số đã đượchoản lạiVND,Cán trừVND,Chênh lệchty giá hối đoáiVND,31/12/2017VND,numeric__1/1/2017VND,numeric__Số đã nộpVND,numeric__Số đã đượchoản lạiVND,numeric__Cán trừVND,numeric__Chênh lệchty giá hối đoáiVND,numeric__31/12/2017VND
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,18.393.762.239,-,-,(12.208.353.422),(17.047.446),6.168.361.371,18393762239.0,,,-12208353422.0,-17047446.0,6168361371.0
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,5.211.890.866,285.483.955,(2.597.524.199),14.115.402,(139.068),2.913.826.956,5211890866.0,285483955.0,-2597524199.0,14115402.0,-139068.0,2913826956.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,593.594.536,37.167.310,(614.631.589),145.182.299,-,161.312.556,593594536.0,37167310.0,-614631589.0,145182299.0,,161312556.0
,,,24.199.247.641,322.651.265,(3.212.155.788),(12.049.055.721),(17.186.514),9.243.500.883,24199247641.0,322651265.0,-3212155788.0,-12049055721.0,-17186514.0,9243500883.0
