row_label_raw,row_label_full,Công ty con,Hoạt động chính,% lợi ích kinh tế,% lợi ích kinh tế_1,numeric__Hoạt động chính,numeric__% lợi ích kinh tế,numeric__% lợi ích kinh tế_1
Công ty con,Công ty con,Công ty con,Hoạt động chính,31/12/2017,1/1/2017,,,
Công ty Cổ phần Mseafood,Công ty con > Công ty Cổ phần Mseafood,Công ty Cổ phần Mseafood,Kinh doanh các sản phẩm thủy sản.,"90,0%","90,0%",,0.9,0.9
Công ty Cổ phần Thủy sảnMinh Phú Hậu Giang,Công ty con > Công ty Cổ phần Thủy sảnMinh Phú Hậu Giang,Công ty Cổ phần Thủy sảnMinh Phú Hậu Giang,"Chế biến và kinh doanh bột cá, các sản phẩm thủy sản, dầu cá sinh học; kinh doanh hàng hóa, nguyên vật liệu, máy móc và thiết bị phục vụ ngành nuôi trồng thủy sản; đầu tư và kinh doanh cơ sở hạ tầng; xây dựng các công trình công nghiệp và dân dụng.","67,5%","67,5%",,0.675,0.675
