row_label_raw,row_label_full,Giấy Chứng nhậnĐăng ký Kinh doanh,61030000726103000072 (điều chỉnh lần 1)6103000072 (điều chỉnh lần 2)20003932732000393273 (điều chỉnh lần 1)2000393273 (điều chỉnh lần 2),ngày 12 tháng 5 năm 2006ngày 25 tháng 5 năm 2007ngày 12 tháng 11 năm 2007ngày 23 tháng 6 năm 2010ngày 15 tháng 10 năm 2014ngày 15 tháng 12 năm 2015,numeric__61030000726103000072 (điều chỉnh lần 1)6103000072 (điều chỉnh lần 2)20003932732000393273 (điều chỉnh lần 1)2000393273 (điều chỉnh lần 2),numeric__ngày 12 tháng 5 năm 2006ngày 25 tháng 5 năm 2007ngày 12 tháng 11 năm 2007ngày 23 tháng 6 năm 2010ngày 15 tháng 10 năm 2014ngày 15 tháng 12 năm 2015
Giấy Chứng nhậnĐăng ký Kinh doanh,Giấy Chứng nhậnĐăng ký Kinh doanh,Giấy Chứng nhậnĐăng ký Kinh doanh,Giấy Chứng nhận Đăng ký Kinh doanh của Công ty và các điều chỉnh do Sở Kế hoạch và Đầu tư Tỉnh Cà Mau cấp.,Giấy Chứng nhận Đăng ký Kinh doanh của Công ty và các điều chỉnh do Sở Kế hoạch và Đầu tư Tỉnh Cà Mau cấp.,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Lê Văn QuangBà Chu Thị BìnhÔng Chu Văn AnÔng Lê Văn ĐiệpÔng Lê Ngọc AnhBà Lê Thị Dịu MinhÔng Phan Thanh LộcBà Hồ Thu Lê,Chủ tịchPhó Chủ tịchThành viênThành viênThành viênThành viên( từ ngày 9 tháng 3 năm 2018)Thành viên( từ ngày 9 tháng 3 năm 2018),,
Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ông Lê Văn QuangBà Chu Thị BìnhÔng Chu Văn AnÔng Thái Hoàng HùngÔng Lê Văn ĐiệpÔng Bùi Anh DũngÔng Lê Ngọc AnhBà Lê Thị Dịu MinhÔng Nguyễn Tấn Anh,Tổng Giám đốcPhó Tổng Giám đốcPhó Tổng Giám đốcPhó Tổng Giám đốcPhó Tổng Giám đốcPhó Tổng Giám đốcPhó Tổng Giám đốc(đến ngày 1 tháng 3 năm 2017),,
Ban kiểm soát,Ban kiểm soát,Ban kiểm soát,Ông Trần Văn KhánhBà Nguyễn Thị Hồng CúcBà Đỗ Thị Hạnh,Trường banThành viênThành viên,,
Trụ sở đăng ký,Trụ sở đăng ký,Trụ sở đăng ký,"Khu Công nghiệp Phường 8Thành phố Cà Mau, Tỉnh Cà Mau Việt Nam",,,
Công ty kiểm toán,Công ty kiểm toán,Công ty kiểm toán,Công ty TNHH KPMG Việt Nam,,,
