row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Nhận đặt cọc chuyển nhượng bắt động sản (i),Ngắn hạn > Nhận đặt cọc chuyển nhượng bắt động sản (i),Nhận đặt cọc chuyển nhượng bắt động sản (i),74.000.000.000,74.000.000.000,74000000000.0,74000000000.0
Phải trả về giá trị tài sản trên đất cho Dự án Grandeur Giảng Võ (ii),Ngắn hạn > Phải trả về giá trị tài sản trên đất cho Dự án Grandeur Giảng Võ (ii),Phải trả về giá trị tài sản trên đất cho Dự án Grandeur Giảng Võ (ii),43.098.104.400,43.098.104.400,43098104400.0,43098104400.0
Kinh phí bảo trì (vi),Ngắn hạn > Kinh phí bảo trì (vi),Kinh phí bảo trì (vi),26.336.697.151,7.415.458.511,26336697151.0,7415458511.0
Phải trả về chuyển nhượng vốn,Ngắn hạn > Phải trả về chuyển nhượng vốn,Phải trả về chuyển nhượng vốn,-,11.500.000.000,,11500000000.0
Phải trả ngắn hạn khác,Ngắn hạn > Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,35.066.653.739,28.104.355.826,35066653739.0,28104355826.0
Phải trả ngắn hạn khác cho các bên liên quan (Thuyết minh số 30),Ngắn hạn > Phải trả ngắn hạn khác cho các bên liên quan (Thuyết minh số 30),Phải trả ngắn hạn khác cho các bên liên quan (Thuyết minh số 30),1.659.684.636,21.206.684.636,1659684636.0,21206684636.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,180.161.139.926,185.324.603.373,180161139926.0,185324603373.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Nhận đặt cọc hợp tác đầu tư dự án khu đô thị Cồn Khương (iii),Dài hạn > Nhận đặt cọc hợp tác đầu tư dự án khu đô thị Cồn Khương (iii),Nhận đặt cọc hợp tác đầu tư dự án khu đô thị Cồn Khương (iii),625.000.000.000,-,625000000000.0,
Nhận góp vốn hợp tác đầu tư (iv),Dài hạn > Nhận góp vốn hợp tác đầu tư (iv),Nhận góp vốn hợp tác đầu tư (iv),118.696.962.300,109.214.022.300,118696962300.0,109214022300.0
Vốn huy động thực hiện giải phóng mặt bằng (v),Dài hạn > Vốn huy động thực hiện giải phóng mặt bằng (v),Vốn huy động thực hiện giải phóng mặt bằng (v),94.514.276.778,43.701.476.778,94514276778.0,43701476778.0
Phải trả khác,Dài hạn > Phải trả khác,Phải trả khác,27.814.980.226,4.800.004.579,27814980226.0,4800004579.0
Phải trả dài hạn khác cho các bên liên quan (Thuyết minh số 30),Dài hạn > Phải trả dài hạn khác cho các bên liên quan (Thuyết minh số 30),Phải trả dài hạn khác cho các bên liên quan (Thuyết minh số 30),13.588.813.923,53.020.570.427,13588813923.0,53020570427.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,879.615.033.227,210.736.074.084,879615033227.0,210736074084.0
