row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí bán hàng Dự án Terra An Hưng,Ngắn hạn > Chi phí bán hàng Dự án Terra An Hưng,Chi phí bán hàng Dự án Terra An Hưng,175.128.715.678,1.664.123.977,175128715678.0,1664123977.0
Thuế thu nhập doanh nghiệp tạm nộp,Ngắn hạn > Thuế thu nhập doanh nghiệp tạm nộp,Thuế thu nhập doanh nghiệp tạm nộp,21.286.492.739,-,21286492739.0,
"Công cụ, dụng cụ xuất dùng","Ngắn hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",216.656.087,896.466.732,216656087.0,896466732.0
Chi phí trả trước ngắn hạn khác,Ngắn hạn > Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,3.488.210.081,1.634.563.667,3488210081.0,1634563667.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,200.120.074.585,4.195.154.376,200120074585.0,4195154376.0
Dải hạn,Dải hạn,Dải hạn,Dải hạn,Dải hạn,,
"Công cụ, dụng cụ phục vụ Dự án khu dịch vụ khách sạn Hồ Tây","Dải hạn > Công cụ, dụng cụ phục vụ Dự án khu dịch vụ khách sạn Hồ Tây","Công cụ, dụng cụ phục vụ Dự án khu dịch vụ khách sạn Hồ Tây",121.832.671.225,146.594.688.467,121832671225.0,146594688467.0
Chi phí trả trước tiền thuê mặt bằng Dự án Khu dịch vụ khách sạn Hồ Tây,Dải hạn > Chi phí trả trước tiền thuê mặt bằng Dự án Khu dịch vụ khách sạn Hồ Tây,Chi phí trả trước tiền thuê mặt bằng Dự án Khu dịch vụ khách sạn Hồ Tây,50.388.913.738,10.695.769.026,50388913738.0,10695769026.0
Chi phí cải tạo văn phòng tại số 104 Thái Thịnh,Dải hạn > Chi phí cải tạo văn phòng tại số 104 Thái Thịnh,Chi phí cải tạo văn phòng tại số 104 Thái Thịnh,19.621.495.955,27.825.603.835,19621495955.0,27825603835.0
"Công cụ, dụng cụ xuất dùng","Dải hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",2.020.250.555,4.834.064.323,2020250555.0,4834064323.0
Chi phí bán hàng Dự án The Terra An Hưng,Dải hạn > Chi phí bán hàng Dự án The Terra An Hưng,Chi phí bán hàng Dự án The Terra An Hưng,-,52.090.478.225,,52090478225.0
Chi phí trả trước dài hạn khác,Dải hạn > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,8.198.540.454,13.626.605.913,8198540454.0,13626605913.0
TỔNG CỘNG,Dải hạn > TỔNG CỘNG,TỔNG CỘNG,202.061.871.927,255.667.209.789,202061871927.0,255667209789.0
