row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,387.040.153.072,650.053.308.949,387040153072.0,650053308949.0
Thuế TNDN theo thuế suất 20% áp dụng cho Công ty và các công ty con Các khoản điều chỉnh:,Thuế TNDN theo thuế suất 20% áp dụng cho Công ty và các công ty con Các khoản điều chỉnh:,Thuế TNDN theo thuế suất 20% áp dụng cho Công ty và các công ty con Các khoản điều chỉnh:,77.408.030.614,130.010.661.790,77408030614.0,130010661790.0
Tài sản thuế TNDN hoãn lại chưa được ghi nhận đối với chi phí lãi vay chưa được trừ khi tính thuế,Tài sản thuế TNDN hoãn lại chưa được ghi nhận đối với chi phí lãi vay chưa được trừ khi tính thuế,Tài sản thuế TNDN hoãn lại chưa được ghi nhận đối với chi phí lãi vay chưa được trừ khi tính thuế,3.551.973.336,10.972.230.053,3551973336.0,10972230053.0
Tài sản thuế TNDN hoãn lại chưa được ghi nhận đối với lỗ tính thuế,Tài sản thuế TNDN hoãn lại chưa được ghi nhận đối với lỗ tính thuế,Tài sản thuế TNDN hoãn lại chưa được ghi nhận đối với lỗ tính thuế,22.813.987.150,697.932.909,22813987150.0,697932909.0
Chi phí không được trừ khác Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Chi phí không được trừ khác Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Chi phí không được trừ khác Điều chỉnh thuế TNDN trích thiếu trong những năm trước,529.005.977,1.639.976.508,529005977.0,1639976508.0
Điều chỉnh thuế TNDN trong những năm trước theo Nghị định số 68/2020/NĐ-CP (*),Điều chỉnh thuế TNDN trong những năm trước theo Nghị định số 68/2020/NĐ-CP (*),Điều chỉnh thuế TNDN trong những năm trước theo Nghị định số 68/2020/NĐ-CP (*),117.776.183,-,117776183.0,
Thu nhập từ cổ tức không chịu thuế TNDN,Thu nhập từ cổ tức không chịu thuế TNDN,Thu nhập từ cổ tức không chịu thuế TNDN,(10.354.390.247),-,-10354390247.0,
Điều chỉnh giảm theo Nghị quyết số 116/2020/QH14,Điều chỉnh giảm theo Nghị quyết số 116/2020/QH14,Điều chỉnh giảm theo Nghị quyết số 116/2020/QH14,(432.000.000),-,-432000000.0,
Điều chỉnh hợp nhất không tính thuế,Điều chỉnh hợp nhất không tính thuế,Điều chỉnh hợp nhất không tính thuế,(4.881.280.854),-,-4881280854.0,
Các khoản điều chỉnh giảm khác,Các khoản điều chỉnh giảm khác,Các khoản điều chỉnh giảm khác,(2.534.937.582),(3.231.544.430),-2534937582.0,-3231544430.0
,,,(5.981.793.837),(921.351.052),-5981793837.0,-921351052.0
Chi phí thuế TNDN,Chi phí thuế TNDN,Chi phí thuế TNDN,80.236.370.740,139.167.905.778,80236370740.0,139167905778.0
