row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước (Trình bày lại),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại)
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,23.1,2.171.215.180.594,3.239.161.150.882,,231.0,2171215180594.0,3239161150882.0
02,02,02,2. Các khoản giảm trừ doanh thu,23.1,(6.216.267.292),(181.896.077.413),,231.0,-6216267292.0,-181896077413.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,23.1,2.164.998.913.302,3.057.265.073.469,,231.0,2164998913302.0,3057265073469.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,24,(1.481.688.831.813),(2.224.106.078.529),,24.0,-1481688831813.0,-2224106078529.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,683.310.081.489,833.158.994.940,,,683310081489.0,833158994940.0
21,21,21,6. Doanh thu hoạt động tài chính,23.2,107.076.767.708,60.644.308.875,,232.0,107076767708.0,60644308875.0
22,22,22,7. Chi phí tài chính,25,(212.295.313.732),(153.781.527.414),,25.0,-212295313732.0,-153781527414.0
23,23,23,Trong đó: Chi phí lãi vay,,(204.671.567.242),(144.653.328.081),,,-204671567242.0,-144653328081.0
24,24,24,"8. Phần lãi trong công ty liên doanh, liên kết",,7.175.117.135,16.157.722.149,,,7175117135.0,16157722149.0
25,25,25,9. Chi phí bán hàng,26,(78.056.460.972),(29.551.844.411),,26.0,-78056460972.0,-29551844411.0
26,26,26,10. Chi phí quản lý doanh nghiệp,26,(122.674.187.228),(92.867.856.064),,26.0,-122674187228.0,-92867856064.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,384.536.004.400,633.759.798.075,,,384536004400.0,633759798075.0
31,31,31,12. Thu nhập khác,27,4.549.214.108,21.943.168.628,,27.0,4549214108.0,21943168628.0
32,32,32,13. Chi phí khác,,(2.045.065.436),(5.649.657.754),,,-2045065436.0,-5649657754.0
40,40,40,14. Lợi nhuận khác,,2.504.148.672,16.293.510.874,,,2504148672.0,16293510874.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,387.040.153.072,650.053.308.949,,,387040153072.0,650053308949.0
51,51,51,16. Chi phí thuế TNDN hiện hành,29.1,(80.630.296.618),(140.112.679.122),,291.0,-80630296618.0,-140112679122.0
52,52,52,17. Thu nhập thuế TNDN hoãn lại,29.3,393.925.878,944.773.344,,293.0,393925878.0,944773344.0
60,60,60,18. Lợi nhuận sau thuế TNDN,,306.803.782.332,510.885.403.171,,,306803782332.0,510885403171.0
61,61,61,19. Lợi nhuận sau thuế của công ty mẹ,,300.922.029.670,506.343.401.394,,,300922029670.0,506343401394.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,5.881.752.662,4.542.001.777,,,5881752662.0,4542001777.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,31,,2.532,,31.0,,2532.0
