row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúc (*)","Máy móc,thiết bị",Phương tiệnvận tải,Thiết bịvăn phòng,Tài sản khác,Tổng cộng,"numeric__Nhà cửa,vật kiến trúc (*)","numeric__Máy móc,thiết bị",numeric__Phương tiệnvận tải,numeric__Thiết bịvăn phòng,numeric__Tài sản khác,numeric__Tổng cộng
Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,,,,,,
Số đầu năm,Nguyên giá: > Số đầu năm,Số đầu năm,584.304.033.554,5.860.793.936,20.696.840.081,3.155.174.360,9.580.280.745,623.597.122.676,584304033554.0,5860793936.0,20696840081.0,3155174360.0,9580280745.0,623597122676.0
- Mua trong năm,Nguyên giá: > - Mua trong năm,- Mua trong năm,219.062.518,84.250.000,-,258.000.000,-,561.312.518,219062518.0,84250000.0,,258000000.0,,561312518.0
"- Thanh lý, nhượng bán","Nguyên giá: > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",-,(246.850.012),(3.268.284.056),-,-,(3.515.134.068),,-246850012.0,-3268284056.0,,,-3515134068.0
- Giảm do bán công ty con,Nguyên giá: > - Giảm do bán công ty con,- Giảm do bán công ty con,(4.342.579.665),(228.340.909),(36.174.555),(34.000.000),(242.970.000),(4.884.065.129),-4342579665.0,-228340909.0,-36174555.0,-34000000.0,-242970000.0,-4884065129.0
Số cuối năm,Nguyên giá: > Số cuối năm,Số cuối năm,580.180.516.407,5.469.853.015,17.392.381.470,3.379.174.360,9.337.310.745,615.759.235.997,580180516407.0,5469853015.0,17392381470.0,3379174360.0,9337310745.0,615759235997.0
Trong đó:Đã khấu hao hết,Nguyên giá: > Trong đó:Đã khấu hao hết,Trong đó:Đã khấu hao hết,-,-,593.313.333,752.837.567,-,1.346.150.900,,,593313333.0,752837567.0,,1346150900.0
Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,,,,,,
Số đầu năm,Giá trị khấu hao lũy kế: > Số đầu năm,Số đầu năm,1.517.103.750,390.509.383,8.907.264.942,1.499.666.540,265.997.060,12.580.541.675,1517103750.0,390509383.0,8907264942.0,1499666540.0,265997060.0,12580541675.0
- Khấu hao trong năm,Giá trị khấu hao lũy kế: > - Khấu hao trong năm,- Khấu hao trong năm,12.980.798.278,903.087.237,3.140.235.153,791.710.932,1.545.031.936,19.360.863.536,12980798278.0,903087237.0,3140235153.0,791710932.0,1545031936.0,19360863536.0
"- Thanh lý, nhượng bán","Giá trị khấu hao lũy kế: > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",-,(246.850.012),(2.340.797.451),-,-,(2.587.647.463),,-246850012.0,-2340797451.0,,,-2587647463.0
- Giảm do bán công ty con,Giá trị khấu hao lũy kế: > - Giảm do bán công ty con,- Giảm do bán công ty con,(784.544.370),(142.849.821),(29.160.699),(34.000.000),(80.989.992),(1.071.544.882),-784544370.0,-142849821.0,-29160699.0,-34000000.0,-80989992.0,-1071544882.0
Số cuối năm,Giá trị khấu hao lũy kế: > Số cuối năm,Số cuối năm,13.713.357.658,903.896.787,9.677.541.945,2.257.377.472,1.730.039.004,28.282.212.866,13713357658.0,903896787.0,9677541945.0,2257377472.0,1730039004.0,28282212866.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,,,,
Số đầu năm,Giá trị còn lại: > Số đầu năm,Số đầu năm,582.786.929.804,5.470.284.553,11.789.575.139,1.655.507.820,9.314.283.685,611.016.581.001,582786929804.0,5470284553.0,11789575139.0,1655507820.0,9314283685.0,611016581001.0
Số cuối năm,Giá trị còn lại: > Số cuối năm,Số cuối năm,566.467.158.749,4.565.956.228,7.714.839.525,1.121.796.888,7.607.271.741,587.477.023.131,566467158749.0,4565956228.0,7714839525.0,1121796888.0,7607271741.0,587477023131.0
