row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Giá gốc(đồng thời là giá trị có thể thu hồi) > Số cuối năm,Đơn vị tính: VND > Giá gốc(đồng thời là giá trị có thể thu hồi) > Số đầu năm,numeric__Đơn vị tính: VND > Giá gốc(đồng thời là giá trị có thể thu hồi) > Số cuối năm,numeric__Đơn vị tính: VND > Giá gốc(đồng thời là giá trị có thể thu hồi) > Số đầu năm
"Chi phí sản xuất, kinh doanh dở dang dài hạn (i)","Chi phí sản xuất, kinh doanh dở dang dài hạn (i)","Chi phí sản xuất, kinh doanh dở dang dài hạn (i)",89.566.122.396,64.437.368.179,89566122396.0,64437368179.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,89.566.122.396,64.437.368.179,89566122396.0,64437368179.0
