row_label_raw,row_label_full,col_0,Thực phẩm và đồ uống > 31/12/2019,Thực phẩm và đồ uống > 1/1/2019,Chuỗi giá trị thịt > 31/12/2019,Chuỗi giá trị thịt > 1/1/2019,Khai thác mô và chế biến khoáng sản > 31/12/2019,Khai thác mô và chế biến khoáng sản > 1/1/2019,Bán lẻ tiêu dùng > 31/12/2019,Bán lẻ tiêu dùng > 1/1/2019,Khác > 31/12/2019,Khác > 1/1/2019,Tổng > 31/12/2019,Tổng > 1/1/2019,numeric__Thực phẩm và đồ uống > 31/12/2019,numeric__Thực phẩm và đồ uống > 1/1/2019,numeric__Chuỗi giá trị thịt > 31/12/2019,numeric__Chuỗi giá trị thịt > 1/1/2019,numeric__Khai thác mô và chế biến khoáng sản > 31/12/2019,numeric__Khai thác mô và chế biến khoáng sản > 1/1/2019,numeric__Bán lẻ tiêu dùng > 31/12/2019,numeric__Bán lẻ tiêu dùng > 1/1/2019,numeric__Khác > 31/12/2019,numeric__Khác > 1/1/2019,numeric__Tổng > 31/12/2019,numeric__Tổng > 1/1/2019
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,,,,,
Tải sản của bộ phận,Tải sản của bộ phận,Tải sản của bộ phận,11.219.229,10.673.223,15.004.817,13.121.985,28.080.203,26.804.958,24.652.861,-,15.083.325,12.918.583,94.040.435,63.518.749,11219229.0,10673223.0,15004817.0,13121985.0,28080203.0,26804958.0,24652861.0,,15083325.0,12918583.0,94040435.0,63518749.0
Tải sản không phân bổ,Tải sản không phân bổ,Tải sản không phân bổ,,,,,,,,,,,3.256.816,1.059.864,,,,,,,,,,,3256816.0,1059864.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,,,,,,,,,,,97.297.251,64.578.613,,,,,,,,,,,97297251.0,64578613.0
Nợ phải trả của bộ phận,Nợ phải trả của bộ phận,Nợ phải trả của bộ phận,8.243.672,6.343.517,7.207.140,5.629.300,14.910.485,13.174.819,11.177.887,-,-,-,41.539.184,25.147.636,8243672.0,6343517.0,7207140.0,5629300.0,14910485.0,13174819.0,11177887.0,,,,41539184.0,25147636.0
Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,,,,,,,,,,,3.869.660,5.351.299,,,,,,,,,,,3869660.0,5351299.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,,,,,,,,,,,45.408.844,30.498.935,,,,,,,,,,,45408844.0,30498935.0
