row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2019Triệu VND,2018Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__2019Triệu VND,numeric__2018Triệu VND
Tăng các khoản phải trả và nợ phải trả khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản phải trả và nợ phải trả khác,Tăng các khoản phải trả và nợ phải trả khác,11,,195.972,610.042,11.0,,195972.0,610042.0
Giám/(tăng) chi phí trả trước,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giám/(tăng) chi phí trả trước,Giám/(tăng) chi phí trả trước,12,,15.002,(86.037),12.0,,15002.0,-86037.0
Tăng chứng khoán kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng chứng khoán kinh doanh,Tăng chứng khoán kinh doanh,13,,(472.134),-,13.0,,-472134.0,
,,,,,7.597.676,7.943.498,,,7597676.0,7943498.0
Tiền lãi vay đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(1.887.876),(2.869.402),14.0,,-1887876.0,-2869402.0
Thuế thu nhập doanh nghiệp đã nộp,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,,(600.760),(675.981),15.0,,-600760.0,-675981.0
Tiền chi khác cho hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi khác cho hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,17,,(4.915),(6.986),17.0,,-4915.0,-6986.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,5.104.125,4.391.129,20.0,,5104125.0,4391129.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
Tiền chi mua tài sản cố định và tài sản dài hạn khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua tài sản cố định và tài sản dài hạn khác,Tiền chi mua tài sản cố định và tài sản dài hạn khác,21,,(4.162.595),(2.638.466),21.0,,-4162595.0,-2638466.0
Tiền thu từ giải quyết tranh chấp,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ giải quyết tranh chấp,Tiền thu từ giải quyết tranh chấp,21,,984.162,-,21.0,,984162.0,
Tiền thu từ thanh lý tài sản cố định và tài sản dài hạn khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý tài sản cố định và tài sản dài hạn khác,Tiền thu từ thanh lý tài sản cố định và tài sản dài hạn khác,22,,38.533,10.232,22.0,,38533.0,10232.0
Tiền chi cho vay và tiền gửi ngân hàng có kỳ hạn,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi cho vay và tiền gửi ngân hàng có kỳ hạn,Tiền chi cho vay và tiền gửi ngân hàng có kỳ hạn,23,,(1.164.820),(1.659.260),23.0,,-1164820.0,-1659260.0
Tiền thu từ các khoản cho vay và tiền gửi ngân hàngcó kỳ hạn,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ các khoản cho vay và tiền gửi ngân hàngcó kỳ hạn,Tiền thu từ các khoản cho vay và tiền gửi ngân hàngcó kỳ hạn,24,,1.234.248,2.013.981,24.0,,1234248.0,2013981.0
Tiền chi đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi đầu tư,Tiền chi đầu tư,25,,(4.109.212),(2.308.579),25.0,,-4109212.0,-2308579.0
"Hợp nhất kinh doanh, đã trừ đi số dư tiền của công ty conđược hợp nhất","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Hợp nhất kinh doanh, đã trừ đi số dư tiền của công ty conđược hợp nhất","Hợp nhất kinh doanh, đã trừ đi số dư tiền của công ty conđược hợp nhất",25,5,644.123,-,25.0,5.0,644123.0,
Tiền thu từ thanh lý các khoản đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý các khoản đầu tư,Tiền thu từ thanh lý các khoản đầu tư,26,,212.130,379.736,26.0,,212130.0,379736.0
"Tiền thu lãi tiền gửi, lãi trái phiếu, lãi cho vay, cổ tức và thu nhập khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lãi tiền gửi, lãi trái phiếu, lãi cho vay, cổ tức và thu nhập khác","Tiền thu lãi tiền gửi, lãi trái phiếu, lãi cho vay, cổ tức và thu nhập khác",27,,311.989,335.756,27.0,,311989.0,335756.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,(6.011.442),(3.866.600),30.0,,-6011442.0,-3866600.0
