row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2019Triệu VND,2018Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__2019Triệu VND,numeric__2018Triệu VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản,Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản,01,,7.105.090,6.243.824,1.0,,7105090.0,6243824.0
Khấu hao,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Khấu hao,Khấu hao,02,,2.748.584,2.705.218,2.0,,2748584.0,2705218.0
Các khoản dự phòng(Lãi)/lỗ chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Các khoản dự phòng(Lãi)/lỗ chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Các khoản dự phòng(Lãi)/lỗ chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,03,,109.550,123.092,3.0,,109550.0,123092.0
Lãi từ các hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi từ các hoạt động đầu tư,Lãi từ các hoạt động đầu tư,04,,(6.566),8.859,4.0,,-6566.0,8859.0
Chi phí lãi vay và chi phí tài chính khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay và chi phí tài chính khác,Chi phí lãi vay và chi phí tài chính khác,05,,(2.404.958),(3.738.917),5.0,,-2404958.0,-3738917.0
Chi phí lãi vay và chi phí tài chính khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay và chi phí tài chính khác,Chi phí lãi vay và chi phí tài chính khác,06,,2.010.975,2.888.368,6.0,,2010975.0,2888368.0
Lợi nhuận từ hoạt động kinh doanh trước những thayđối vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận từ hoạt động kinh doanh trước những thayđối vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước những thayđối vốn lưu động,08,,9.562.675,8.230.444,8.0,,9562675.0,8230444.0
Tăng các khoản phải thu và tài sản khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản phải thu và tài sản khác,Tăng các khoản phải thu và tài sản khác,09,,(74.463),(734.186),9.0,,-74463.0,-734186.0
Tăng hàng tồn kho,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng hàng tồn kho,Tăng hàng tồn kho,10,,(1.629.376),(76.765),10.0,,-1629376.0,-76765.0
