row_label_raw,row_label_full,STT,Tên công ty,Hoạt động chính,Trụ sở,Tỷ lệ lợi ích tại,Tỷ lệ lợi ích tại_1,numeric__Tên công ty,numeric__Hoạt động chính,numeric__Trụ sở,numeric__Tỷ lệ lợi ích tại,numeric__Tỷ lệ lợi ích tại_1
STT,STT,STT,Tên công ty,Hoạt động chính,Trụ sở,31/12/2019,1/1/2019,,,,,
24,STT > 24,24,Công ty Cổ phần Nước khoáng Quảng Ninh (“QNW”),(i) Sản xuất và kinh doanh đồ uống,"Nhóm 3A, Khu 4, Suối Mơ, Phường Bãi Cháy, Thành phố Hạ Long, Tỉnh Quảng Ninh, Việt Nam","37,4%","53,7%",,,,0.374,0.537
25,STT > 25,25,Công ty TNHH Masan HPC (“HPC”) (c),(i) Kinh doanh và phân phối,"Tầng 12, Tòa nhà MPlaza Saigon, 39 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","56,8%",-,,,,0.568,
26,STT > 26,26,Công ty TNHH Mapleleaf (“MPL”),(ii) Tư vấn quản lý đầu tư,"Phòng 802, Tầng 8, Tòa nhà Central Plaza, 17 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","99,9%","99,9%",,,,0.9990000000000001,0.9990000000000001
27,STT > 27,27,Công ty Cổ phần Masan Blue (“MBL”) (d),(ii) Kinh doanh và phân phối,"Tầng 8, Tòa nhà Central Plaza, 17 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","99,8%",-,,,,0.998,
28,STT > 28,28,Công ty Cổ phần Tài nguyên Masan (“MSR”),(ii) Tư vấn quản lý đầu tư,"Phòng 802, Tầng 8, Tòa nhà Central Plaza, 17 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","96,0%","96,0%",,,,0.96,0.96
29,STT > 29,29,Công ty TNHH Một Thành viên Tài nguyên Masan Thái Nguyên (“MRTN”),(ii) Tư vấn quản lý đầu tư,"Phòng 802, Tầng 8, Tòa nhà Central Plaza, 17 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","96,0%","96,0%",,,,0.96,0.96
30,STT > 30,30,Công ty TNHH Một Thành viên Thương mại và Đầu tư Thái Nguyên (“TNTI”),(ii) Tư vấn quản lý đầu tư,"Tầng 8, Tòa nhà Central Plaza, 17 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","96,0%","96,0%",,,,0.96,0.96
