row_label_raw,row_label_full,col_0,31/12/2019 > Số lượng,31/12/2019 > Giá gốcTriệu VND,31/12/2019 > Giá trịhợp lýTriệu VND,31/12/2019 > Dự phònggiảm giáTriệu VND,1/1/2019 > Số lượng,1/1/2019 > Giá gốcTriệu VND,1/1/2019 > Giá trịhợp lýTriệu VND,1/1/2019 > Dự phònggiảm giáTriệu VND,numeric__31/12/2019 > Số lượng,numeric__31/12/2019 > Giá gốcTriệu VND,numeric__31/12/2019 > Giá trịhợp lýTriệu VND,numeric__31/12/2019 > Dự phònggiảm giáTriệu VND,numeric__1/1/2019 > Số lượng,numeric__1/1/2019 > Giá gốcTriệu VND,numeric__1/1/2019 > Giá trịhợp lýTriệu VND,numeric__1/1/2019 > Dự phònggiảm giáTriệu VND
Trái phiếu,Trái phiếu,Trái phiếu,47.153,472.134,(*),-,-,-,(*),-,47153.0,472134.0,,,,,,
"(*) Tập đoàn chưa xác định giá trị hợp lý của các chứng khoán kinh doanh này để thuyết minh trong báo cáo tài chính hợp nhất bởi vì Chuẩn mực Kế toán Việt Nam, Chế độ Kế toán Doanh nghiệp Việt Nam hiện không có hướng dẫn về cách tính giá trị hợp lý sử dụng các kỹ thuật định giá. Giá trị hợp lý của các chứng khoán kinh doanh này có thể khác với giá trị ghi số của chứng.Biến động trong năm của khoản đầu tư vào chứng khoán kinh doanh như sau:","(*) Tập đoàn chưa xác định giá trị hợp lý của các chứng khoán kinh doanh này để thuyết minh trong báo cáo tài chính hợp nhất bởi vì Chuẩn mực Kế toán Việt Nam, Chế độ Kế toán Doanh nghiệp Việt Nam hiện không có hướng dẫn về cách tính giá trị hợp lý sử dụng các kỹ thuật định giá. Giá trị hợp lý của các chứng khoán kinh doanh này có thể khác với giá trị ghi số của chứng.Biến động trong năm của khoản đầu tư vào chứng khoán kinh doanh như sau:","(*) Tập đoàn chưa xác định giá trị hợp lý của các chứng khoán kinh doanh này để thuyết minh trong báo cáo tài chính hợp nhất bởi vì Chuẩn mực Kế toán Việt Nam, Chế độ Kế toán Doanh nghiệp Việt Nam hiện không có hướng dẫn về cách tính giá trị hợp lý sử dụng các kỹ thuật định giá. Giá trị hợp lý của các chứng khoán kinh doanh này có thể khác với giá trị ghi số của chứng.Biến động trong năm của khoản đầu tư vào chứng khoán kinh doanh như sau:","(*) Tập đoàn chưa xác định giá trị hợp lý của các chứng khoán kinh doanh này để thuyết minh trong báo cáo tài chính hợp nhất bởi vì Chuẩn mực Kế toán Việt Nam, Chế độ Kế toán Doanh nghiệp Việt Nam hiện không có hướng dẫn về cách tính giá trị hợp lý sử dụng các kỹ thuật định giá. Giá trị hợp lý của các chứng khoán kinh doanh này có thể khác với giá trị ghi số của chứng.Biến động trong năm của khoản đầu tư vào chứng khoán kinh doanh như sau:","(*) Tập đoàn chưa xác định giá trị hợp lý của các chứng khoán kinh doanh này để thuyết minh trong báo cáo tài chính hợp nhất bởi vì Chuẩn mực Kế toán Việt Nam, Chế độ Kế toán Doanh nghiệp Việt Nam hiện không có hướng dẫn về cách tính giá trị hợp lý sử dụng các kỹ thuật định giá. Giá trị hợp lý của các chứng khoán kinh doanh này có thể khác với giá trị ghi số của chứng.Biến động trong năm của khoản đầu tư vào chứng khoán kinh doanh như sau:","(*) Tập đoàn chưa xác định giá trị hợp lý của các chứng khoán kinh doanh này để thuyết minh trong báo cáo tài chính hợp nhất bởi vì Chuẩn mực Kế toán Việt Nam, Chế độ Kế toán Doanh nghiệp Việt Nam hiện không có hướng dẫn về cách tính giá trị hợp lý sử dụng các kỹ thuật định giá. Giá trị hợp lý của các chứng khoán kinh doanh này có thể khác với giá trị ghi số của chứng.Biến động trong năm của khoản đầu tư vào chứng khoán kinh doanh như sau:","(*) Tập đoàn chưa xác định giá trị hợp lý của các chứng khoán kinh doanh này để thuyết minh trong báo cáo tài chính hợp nhất bởi vì Chuẩn mực Kế toán Việt Nam, Chế độ Kế toán Doanh nghiệp Việt Nam hiện không có hướng dẫn về cách tính giá trị hợp lý sử dụng các kỹ thuật định giá. Giá trị hợp lý của các chứng khoán kinh doanh này có thể khác với giá trị ghi số của chứng.Biến động trong năm của khoản đầu tư vào chứng khoán kinh doanh như sau:","(*) Tập đoàn chưa xác định giá trị hợp lý của các chứng khoán kinh doanh này để thuyết minh trong báo cáo tài chính hợp nhất bởi vì Chuẩn mực Kế toán Việt Nam, Chế độ Kế toán Doanh nghiệp Việt Nam hiện không có hướng dẫn về cách tính giá trị hợp lý sử dụng các kỹ thuật định giá. Giá trị hợp lý của các chứng khoán kinh doanh này có thể khác với giá trị ghi số của chứng.Biến động trong năm của khoản đầu tư vào chứng khoán kinh doanh như sau:","(*) Tập đoàn chưa xác định giá trị hợp lý của các chứng khoán kinh doanh này để thuyết minh trong báo cáo tài chính hợp nhất bởi vì Chuẩn mực Kế toán Việt Nam, Chế độ Kế toán Doanh nghiệp Việt Nam hiện không có hướng dẫn về cách tính giá trị hợp lý sử dụng các kỹ thuật định giá. Giá trị hợp lý của các chứng khoán kinh doanh này có thể khác với giá trị ghi số của chứng.Biến động trong năm của khoản đầu tư vào chứng khoán kinh doanh như sau:","(*) Tập đoàn chưa xác định giá trị hợp lý của các chứng khoán kinh doanh này để thuyết minh trong báo cáo tài chính hợp nhất bởi vì Chuẩn mực Kế toán Việt Nam, Chế độ Kế toán Doanh nghiệp Việt Nam hiện không có hướng dẫn về cách tính giá trị hợp lý sử dụng các kỹ thuật định giá. Giá trị hợp lý của các chứng khoán kinh doanh này có thể khác với giá trị ghi số của chứng.Biến động trong năm của khoản đầu tư vào chứng khoán kinh doanh như sau:","(*) Tập đoàn chưa xác định giá trị hợp lý của các chứng khoán kinh doanh này để thuyết minh trong báo cáo tài chính hợp nhất bởi vì Chuẩn mực Kế toán Việt Nam, Chế độ Kế toán Doanh nghiệp Việt Nam hiện không có hướng dẫn về cách tính giá trị hợp lý sử dụng các kỹ thuật định giá. Giá trị hợp lý của các chứng khoán kinh doanh này có thể khác với giá trị ghi số của chứng.Biến động trong năm của khoản đầu tư vào chứng khoán kinh doanh như sau:",,,,,,,,
,,,,,,,,,,2019Triệu VND,,,,,,,,
Số dư đầu nămTăng trong nămThanh lý,Số dư đầu nămTăng trong nămThanh lý,Số dư đầu nămTăng trong nămThanh lý,Số dư đầu nămTăng trong nămThanh lý,Số dư đầu nămTăng trong nămThanh lý,Số dư đầu nămTăng trong nămThanh lý,Số dư đầu nămTăng trong nămThanh lý,Số dư đầu nămTăng trong nămThanh lý,Số dư đầu nămTăng trong nămThanh lý,Số dư đầu nămTăng trong nămThanh lý,-1.126.845(654.711),,,,,,,,
Số dư cuối năm,Số dư đầu nămTăng trong nămThanh lý > Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,472.134,,,,,,,,472134.0
