row_label_raw,row_label_full,col_0,Tại ngày 31/12/2019,Tại ngày 1/1/2019,numeric__Tại ngày 31/12/2019,numeric__Tại ngày 1/1/2019
Nhà máy ST,Nhà máy ST,Nhà máy ST,171.865 tấn vonfram,125.140 tấn vonfram,,
Nhà máy APT,Nhà máy APT,Nhà máy APT,166.990 tấn vonfram,120.265 tấn vonfram,,
