row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2019Triệu VND,2018Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__2019Triệu VND,numeric__2018Triệu VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
"Tiền thu từ phát hành cổ phiếu, phát hành lại cổ phiếu quỹ và góp vốn từ cổ đông không kiểm soát","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ phát hành cổ phiếu, phát hành lại cổ phiếu quỹ và góp vốn từ cổ đông không kiểm soát","Tiền thu từ phát hành cổ phiếu, phát hành lại cổ phiếu quỹ và góp vốn từ cổ đông không kiểm soát",31,,271.362,10.927.861,31.0,,271362.0,10927861.0
Tiền thu từ đi vay và trái phiếu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ đi vay và trái phiếu,Tiền thu từ đi vay và trái phiếu,33,,30.211.372,23.643.380,33.0,,30211372.0,23643380.0
Tiền chi trả nợ gốc vay và trái phiếu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền chi trả nợ gốc vay và trái phiếu,Tiền chi trả nợ gốc vay và trái phiếu,34,,(26.975.387),(36.614.844),34.0,,-26975387.0,-36614844.0
Tiền chi trả nợ thuê tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền chi trả nợ thuê tài chính,Tiền chi trả nợ thuê tài chính,35,,-,(9.026),35.0,,,-9026.0
Tiền chi trả cổ tức cho cổ đông không kiểm soát của các công ty con,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền chi trả cổ tức cho cổ đông không kiểm soát của các công ty con,Tiền chi trả cổ tức cho cổ đông không kiểm soát của các công ty con,36,,(390.445),(1.304.374),36.0,,-390445.0,-1304374.0
Lưu chuyển tiền thuần từ hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,,3.116.902,(3.357.003),40.0,,3116902.0,-3357003.0
Lưu chuyển tiền thuần trong năm (\( 50 = 20 + 30 + 40 \)),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm (\( 50 = 20 + 30 + 40 \)),Lưu chuyển tiền thuần trong năm (\( 50 = 20 + 30 + 40 \)),50,,2.209.585,(2.832.474),50.0,,2209585.0,-2832474.0
Tiền và các khoản tương đương tiền đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,,4.585.889,7.417.111,60.0,,4585889.0,7417111.0
Ảnh hưởng của thay đổi tỷ giá hối đoái,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của thay đổi tỷ giá hối đoái,Ảnh hưởng của thay đổi tỷ giá hối đoái,61,,5.054,1.252,61.0,,5054.0,1252.0
Tiền và các khoản tương đương tiền cuối năm(\( 70 = 50 + 60 + 61 \)),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền cuối năm(\( 70 = 50 + 60 + 61 \)),Tiền và các khoản tương đương tiền cuối năm(\( 70 = 50 + 60 + 61 \)),70,6,6.800.528,4.585.889,70.0,6.0,6800528.0,4585889.0
