row_label_raw,row_label_full,col_0,2019,2019_1,2018,2018_1,numeric__2019,numeric__2019_1,numeric__2018,numeric__2018_1
,,,%,Triệu VND,%,Triệu VND,,,,
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,"100,0%",7.105.090,"100,0%",6.243.824,1.0,7105090.0,1.0,6243824.0
Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,"20,0%",1.421.018,"20,0%",1.248.765,0.2,1421018.0,0.2,1248765.0
Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con,Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con,Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con,"(6,2%)",(432.624),"(7,7%)",(483.689),,-432624.0,,-483689.0
Ảnh hưởng của các giao dịch hợp nhất,Ảnh hưởng của các giao dịch hợp nhất,Ảnh hưởng của các giao dịch hợp nhất,"(1,0%)",(74.277),"(3,2%)",(197.822),,-74277.0,,-197822.0
Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,"1,0%",78.498,"0,6%",36.319,0.01,78498.0,0.006,36319.0
Ảnh hưởng của phần lãi từ các công ty liên kết trừ đi thuế,Ảnh hưởng của phần lãi từ các công ty liên kết trừ đi thuế,Ảnh hưởng của phần lãi từ các công ty liên kết trừ đi thuế,"(6,1%)",(436.482),"(6,1%)",(382.868),,-436482.0,,-382868.0
Tài sản thuế thu nhập hoãn lại chưa được ghi nhận,Tài sản thuế thu nhập hoãn lại chưa được ghi nhận,Tài sản thuế thu nhập hoãn lại chưa được ghi nhận,"3,8%",270.940,"6,5%",406.446,0.038,270940.0,0.065,406446.0
Dự phòng thừa trong những năm trước,Dự phòng thừa trong những năm trước,Dự phòng thừa trong những năm trước,"(0,9%)",(64.124),-,(181),,-64124.0,,-181.0
Lỗ tính thuế đã sử dụng,Lỗ tính thuế đã sử dụng,Lỗ tính thuế đã sử dụng,"(0,3%)",(24.160),"(0,1%)",(4.651),,-24160.0,,-4651.0
Ghi giảm tài sản thuế thu nhập hoãn lại,Ghi giảm tài sản thuế thu nhập hoãn lại,Ghi giảm tài sản thuế thu nhập hoãn lại,-,1.686,-,-,,1686.0,,
,,,"10,4%",740.475,"10,0%",622.319,0.10400000000000001,740475.0,0.1,622319.0
