row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2019Triệu VND,1/1/2019Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2019Triệu VND,numeric__1/1/2019Triệu VND
NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,,,,
NỘ PHẢI TRẢ (300 = 310 + 330),NGUỒN VỐN > NỘ PHẢI TRẢ (300 = 310 + 330),NỘ PHẢI TRẢ (300 = 310 + 330),300,,45.408.844,30.498.935,300.0,,45408844.0,30498935.0
Nợ ngắn hạn,NGUỒN VỐN > Nợ ngắn hạn,Nợ ngắn hạn,310,,30.492.191,15.795.515,310.0,,30492191.0,15795515.0
Phải trả người bán,NGUỒN VỐN > Phải trả người bán,Phải trả người bán,311,,5.635.395,2.668.610,311.0,,5635395.0,2668610.0
Người mua trả tiền trước,NGUỒN VỐN > Người mua trả tiền trước,Người mua trả tiền trước,312,,1.178.905,334.553,312.0,,1178905.0,334553.0
Thuế phải nộp Nhà nước,NGUỒN VỐN > Thuế phải nộp Nhà nước,Thuế phải nộp Nhà nước,313,16(b),770.004,429.861,313.0,,770004.0,429861.0
Phải trả người lao động,NGUỒN VỐN > Phải trả người lao động,Phải trả người lao động,314,,291.683,300,314.0,,291683.0,300.0
Chi phí phải trả,NGUỒN VỐN > Chi phí phải trả,Chi phí phải trả,315,17,4.110.502,2.791.050,315.0,17.0,4110502.0,2791050.0
Doanh thu chưa thực hiện ngắn hạn,NGUỒN VỐN > Doanh thu chưa thực hiện ngắn hạn,Doanh thu chưa thực hiện ngắn hạn,318,,12.050,-,318.0,,12050.0,
Phải trả ngắn hạn khác,NGUỒN VỐN > Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,18,122.557,296.413,319.0,18.0,122557.0,296413.0
Vay và trái phiếu ngắn hạn,NGUỒN VỐN > Vay và trái phiếu ngắn hạn,Vay và trái phiếu ngắn hạn,320,19,18.340.185,9.243.779,320.0,19.0,18340185.0,9243779.0
Quỹ khen thưởng và phúc lợi,NGUỒN VỐN > Quỹ khen thưởng và phúc lợi,Quỹ khen thưởng và phúc lợi,322,,30.910,30.949,322.0,,30910.0,30949.0
Nợ dài hạn,NGUỒN VỐN > Nợ dài hạn,Nợ dài hạn,330,,14.916.653,14.703.420,330.0,,14916653.0,14703420.0
Phải trả người bán,NGUỒN VỐN > Phải trả người bán,Phải trả người bán,331,,31.013,36.330,331.0,,31013.0,36330.0
Phải trả dài hạn khác,NGUỒN VỐN > Phải trả dài hạn khác,Phải trả dài hạn khác,337,18,180.939,23.804,337.0,18.0,180939.0,23804.0
Vay và trái phiếu dài hạn,NGUỒN VỐN > Vay và trái phiếu dài hạn,Vay và trái phiếu dài hạn,338,19,11.675.842,12.751.649,338.0,19.0,11675842.0,12751649.0
Thuế thu nhập hoãn lại phải trả,NGUỒN VỐN > Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,341,14,2.455.415,1.351.446,341.0,14.0,2455415.0,1351446.0
Dự phòng phải trả,NGUỒN VỐN > Dự phòng phải trả,Dự phòng phải trả,342,20,573.444,540.191,342.0,20.0,573444.0,540191.0
